ChangeId	Desc	Part	CharmExtern	ColorItem1	ConsumeItem1	ConsumeCount1	ColorItem2	ConsumeItem2	ConsumeCount2	ColorItem3	ConsumeItem3	ConsumeCount3	ColorItem4	ConsumeItem4	ConsumeCount4	ColorItem5	ConsumeItem5	ConsumeCount5	ColorItem6	ConsumeItem6	ConsumeCount6	ColorItem7	ConsumeItem7	ConsumeCount7	ColorItem8	ConsumeItem8	ConsumeCount8	NameFacionMale1	NameFacionFemale2	NameFacionFemale3	NameFacionMale4	NameFacionMale5	NameFacionFemale5	NameFacionFemale6	NameFacionMale7	NameFacionFemale8	NameFacionMale9	NameFacionMale10	NameFacionFemale10	NameFacionMale11	NameFacionFemale12	NameFacionMale13	NameFacionFemale14	NameFacionMale15	NameFacionFemale15	NameFacionMale16	NameFacionFemale16	NameFacionMale17	NameFacionFemale17
3017	华山武器外装T1	1	57	8440	2569	1	8441	2569	10	8442	2569	10	8443	2569	10	8444	2569	10										外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列	外装：<玉音海棠枝>系列	外装：<玉音海棠枝>系列	外装：<思秋黄柳束>系列	外装：<思秋黄柳束>系列	外装：<离愁光明草>系列	外装：<离愁光明草>系列
3051	【天王】流星水果锤·限时	1	27	6742	2569	1																						外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列	外装：<玉音海棠枝>系列	外装：<玉音海棠枝>系列	外装：<思秋黄柳束>系列	外装：<思秋黄柳束>系列	外装：<离愁光明草>系列	外装：<离愁光明草>系列
3052	【峨眉】蔷薇风霜剑·限时	1	27	6743	2569	1																						外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列	外装：<玉音海棠枝>系列	外装：<玉音海棠枝>系列	外装：<思秋黄柳束>系列	外装：<思秋黄柳束>系列	外装：<离愁光明草>系列	外装：<离愁光明草>系列
3053	【桃花】晴天落花弓·限时	1	27	6744	2569	1																						外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列	外装：<玉音海棠枝>系列	外装：<玉音海棠枝>系列	外装：<思秋黄柳束>系列	外装：<思秋黄柳束>系列	外装：<离愁光明草>系列	外装：<离愁光明草>系列
3054	【逍遥】飞天流彗枪·限时	1	27	6745	2569	1																						外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列	外装：<玉音海棠枝>系列	外装：<玉音海棠枝>系列	外装：<思秋黄柳束>系列	外装：<思秋黄柳束>系列	外装：<离愁光明草>系列	外装：<离愁光明草>系列
3055	【武当】太岳金桔剑·限时	1	27	6746	2569	1																						外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列	外装：<玉音海棠枝>系列	外装：<玉音海棠枝>系列	外装：<思秋黄柳束>系列	外装：<思秋黄柳束>系列	外装：<离愁光明草>系列	外装：<离愁光明草>系列
3056	【天忍】破月春花刺·限时	1	27	6747	2569	1																						外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列	外装：<玉音海棠枝>系列	外装：<玉音海棠枝>系列	外装：<思秋黄柳束>系列	外装：<思秋黄柳束>系列	外装：<离愁光明草>系列	外装：<离愁光明草>系列
3057	【少林】扶风破梦杖·限时	1	27	6748	2569	1																						外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列	外装：<玉音海棠枝>系列	外装：<玉音海棠枝>系列	外装：<思秋黄柳束>系列	外装：<思秋黄柳束>系列	外装：<离愁光明草>系列	外装：<离愁光明草>系列
3058	【翠烟】梦幻芙蕖枝·限时	1	27	6749	2569	1																						外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列	外装：<玉音海棠枝>系列	外装：<玉音海棠枝>系列	外装：<思秋黄柳束>系列	外装：<思秋黄柳束>系列	外装：<离愁光明草>系列	外装：<离愁光明草>系列
3059	【唐门】神弩木生花·限时	1	27	6750	2569	1																						外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列	外装：<玉音海棠枝>系列	外装：<玉音海棠枝>系列	外装：<思秋黄柳束>系列	外装：<思秋黄柳束>系列	外装：<离愁光明草>系列	外装：<离愁光明草>系列
3060	【昆仑】桃花笑春风·限时	1	27	6751	2569	1																						外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列	外装：<玉音海棠枝>系列	外装：<玉音海棠枝>系列	外装：<思秋黄柳束>系列	外装：<思秋黄柳束>系列	外装：<离愁光明草>系列	外装：<离愁光明草>系列
3061	【丐帮】翠玉青竹杖·限时	1	27	6752	2569	1																						外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列	外装：<玉音海棠枝>系列	外装：<玉音海棠枝>系列	外装：<思秋黄柳束>系列	外装：<思秋黄柳束>系列	外装：<离愁光明草>系列	外装：<离愁光明草>系列
3062	【五毒】苗疆朝颜笛·限时	1	27	6753	2569	1																						外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列	外装：<玉音海棠枝>系列	外装：<玉音海棠枝>系列	外装：<思秋黄柳束>系列	外装：<思秋黄柳束>系列	外装：<离愁光明草>系列	外装：<离愁光明草>系列
3063	【藏剑】冷杉翠芽枝·限时	1	27	6754	2569	1																						外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列	外装：<玉音海棠枝>系列	外装：<玉音海棠枝>系列	外装：<思秋黄柳束>系列	外装：<思秋黄柳束>系列	外装：<离愁光明草>系列	外装：<离愁光明草>系列
3064	【长歌】摇曳百合束·限时	1	27	6755	2569	1																						外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列	外装：<玉音海棠枝>系列	外装：<玉音海棠枝>系列	外装：<思秋黄柳束>系列	外装：<思秋黄柳束>系列	外装：<离愁光明草>系列	外装：<离愁光明草>系列
3065	【天山】玉音海棠枝·限时	1	27	6756	2569	1																						外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列	外装：<玉音海棠枝>系列	外装：<玉音海棠枝>系列	外装：<思秋黄柳束>系列	外装：<思秋黄柳束>系列	外装：<离愁光明草>系列	外装：<离愁光明草>系列
3066	【霸刀】思秋黄柳束·限时	1	27	7681	2569	1																						外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列	外装：<玉音海棠枝>系列	外装：<玉音海棠枝>系列	外装：<思秋黄柳束>系列	外装：<思秋黄柳束>系列	外装：<离愁光明草>系列	外装：<离愁光明草>系列
3067	【华山】离愁光明草·限时	1	27	8529	2569	1																						外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列	外装：<玉音海棠枝>系列	外装：<玉音海棠枝>系列	外装：<思秋黄柳束>系列	外装：<思秋黄柳束>系列	外装：<离愁光明草>系列	外装：<离愁光明草>系列
3021	武器外装T2	1	57	6706	2569	1	6707	2569	10	6708	2569	10	6709	2569	10													武器外装：<枫盛>系列	武器外装：<枫笺>系列	武器外装：<枫岚>系列	武器外装：<枫戈>系列	武器外装：<枫笙>系列	武器外装：<枫笙>系列	武器外装：<枫痕>系列	武器外装：<枫苑>系列	武器外装：<枫影>系列	武器外装：<枫幽>系列	武器外装：<枫锐>系列	武器外装：<枫锐>系列	武器外装：<枫华>系列	武器外装：<枫醉>系列	武器外装：<枫刃>系列	武器外装：<枫舞>系列	武器外装：<枫音>系列	武器外装：<枫音>系列	武器外装：<枫傲>系列	武器外装：<枫傲>系列	武器外装：<枫萧>系列	武器外装：<枫萧>系列
4000	武器T0	1	12	3225	2569	1	3226	2569	4	3227	2569	4	3228	2569	4													新手：<黄铜锤>系列	新手：<慈悲剑>系列	新手：<梅花弓>系列	新手：<六合枪>系列	新手：<道意剑>系列	新手：<道意剑>系列	新手：<赤月刃>系列	新手：<镇寺棍>系列	新手：<鸾鸣碧枝>系列	新手：<呼风弩>系列	新手：<启明墨陨>系列	新手：<启明墨陨>系列	新手：<熟铜棍>系列	新手：<紫苑绦>系列	新手：<残阳剑>系列	新手：<翦牡丹>系列	新手：<玄鹤唳>系列	新手：<玄鹤唳>系列	新手：<斩马刀>系列	新手：<斩马刀>系列	新手：<太岳剑>系列	新手：<太岳剑>系列
4001	武器T1	1	12	3249	2569	1	3185	2569	4	3186	2569	4	3187	2569	4													1阶：<八棱锤>系列	1阶：<清风剑>系列	1阶：<破甲弓>系列	1阶：<红缨枪>系列	1阶：<松纹剑>系列	1阶：<松纹剑>系列	1阶：<相柳牙>系列	1阶：<齐眉棍>系列	1阶：<寒梅吟雪>系列	1阶：<赤蛟弩>系列	1阶：<太岳挽花>系列	1阶：<太岳挽花>系列	1阶：<碧玉杖>系列	1阶：<缚丝茧>系列	1阶：<问秋剑>系列	1阶：<华荷媚>系列	1阶：<木萧萧>系列	1阶：<木萧萧>系列	1阶：<窃魂刀>系列	1阶：<窃魂刀>系列	1阶：<风渊剑>系列	1阶：<风渊剑>系列
4002	武器T2	1	12	3250	2569	1	3188	2569	4	3189	2569	4	3190	2569	4													2阶：<五星锤>系列	2阶：<白玉剑>系列	2阶：<飞鸿弓>系列	2阶：<点钢枪>系列	2阶：<乘风剑>系列	2阶：<乘风剑>系列	2阶：<诛心剑>系列	2阶：<四平棍>系列	2阶：<岸芷汀兰>系列	2阶：<翦云弩>系列	2阶：<金鲤跃云>系列	2阶：<金鲤跃云>系列	2阶：<莲花落>系列	2阶：<绀蓝雨>系列	2阶：<迫云剑>系列	2阶：<泛兰舟>系列	2阶：<蟾宫客>系列	2阶：<蟾宫客>系列	2阶：<静天刀>系列	2阶：<静天刀>系列	2阶：<冷月剑>系列	2阶：<冷月剑>系列
4003	武器T3	1	12	3251	2569	1	3191	2569	4	3192	2569	4	3193	2569	4													3阶：<亮银锤>系列	3阶：<万仞剑>系列	3阶：<穿杨弓>系列	3阶：<环子枪>系列	3阶：<流云剑>系列	3阶：<流云剑>系列	3阶：<炼狱匕>系列	3阶：<盘花棍>系列	3阶：<枯枝连理>系列	3阶：<青磷弩>系列	3阶：<诉雪凝香>系列	3阶：<诉雪凝香>系列	3阶：<缠金棒>系列	3阶：<两心知>系列	3阶：<致情剑>系列	3阶：<海棠花>系列	3阶：<幽涧泉>系列	3阶：<幽涧泉>系列	3阶：<陇云刀>系列	3阶：<陇云刀>系列	3阶：<破云剑>系列	3阶：<破云剑>系列
4004	武器T4	1	12	3252	2569	1	3194	2569	4	3195	2569	4	3196	2569	4													4阶：<霹雳锤>系列	4阶：<青峰剑>系列	4阶：<李广弓>系列	4阶：<金钩枪>系列	4阶：<玄武剑>系列	4阶：<玄武剑>系列	4阶：<幽影刃>系列	4阶：<分水棍>系列	4阶：<摇光悬星>系列	4阶：<天罗弩>系列	4阶：<飞鹤衔枝>系列	4阶：<飞鹤衔枝>系列	4阶：<黑煞棒>系列	4阶：<蝶幻花>系列	4阶：<落月剑>系列	4阶：<玉竹斩>系列	4阶：<玉芙蓉>系列	4阶：<玉芙蓉>系列	4阶：<驭神刀>系列	4阶：<驭神刀>系列	4阶：<赤眸剑>系列	4阶：<赤眸剑>系列
4005	武器T5	1	12	3253	2569	1	3197	2569	4	3198	2569	4	3199	2569	4													5阶：<狼牙锤>系列	5阶：<赤宵剑>系列	5阶：<透骨弓>系列	5阶：<豹尾枪>系列	5阶：<龙渊剑>系列	5阶：<龙渊剑>系列	5阶：<离魂剑>系列	5阶：<虎尾棍>系列	5阶：<晚秋悲画>系列	5阶：<鬼武弩>系列	5阶：<耀阳玉虚>系列	5阶：<耀阳玉虚>系列	5阶：<紫芦棍>系列	5阶：<金枝绕>系列	5阶：<天祭剑>系列	5阶：<翠羽吟>系列	5阶：<西江月>系列	5阶：<西江月>系列	5阶：<云毓刀>系列	5阶：<云毓刀>系列	5阶：<墨玉剑>系列	5阶：<墨玉剑>系列
4006	武器T6	1	12	3254	2569	1	3200	2569	4	3201	2569	4	3202	2569	4													6阶：<裂心锤>系列	6阶：<青霜剑>系列	6阶：<诛心弓>系列	6阶：<火尖枪>系列	6阶：<太虚剑>系列	6阶：<太虚剑>系列	6阶：<阎王匕>系列	6阶：<紫金棍>系列	6阶：<暗香映月>系列	6阶：<含沙射影>系列	6阶：<金缕铁梨>系列	6阶：<金缕铁梨>系列	6阶：<青龙棍>系列	6阶：<瑶花慢>系列	6阶：<苍云剑>系列	6阶：<紫萸香>系列	6阶：<醉花阴>系列	6阶：<醉花阴>系列	6阶：<啸神刀>系列	6阶：<啸神刀>系列	6阶：<无尘剑>系列	6阶：<无尘剑>系列
4007	武器T7	1	12	3255	2569	1	3203	2569	4	3204	2569	4	3205	2569	4													7阶：<金瓜锤>系列	7阶：<玄铁剑>系列	7阶：<坠星弓>系列	7阶：<透骨枪>系列	7阶：<七星剑>系列	7阶：<七星剑>系列	7阶：<鱼肠剑>系列	7阶：<普度棍>系列	7阶：<杜鹃啼血>系列	7阶：<七骨弩>系列	7阶：<苍墨无锋>系列	7阶：<苍墨无锋>系列	7阶：<火龙探珠>系列	7阶：<霰天霜>系列	7阶：<流风剑>系列	7阶：<雨霖铃>系列	7阶：<梧宫秋>系列	7阶：<梧宫秋>系列	7阶：<如云刀>系列	7阶：<如云刀>系列	7阶：<碧灵剑>系列	7阶：<碧灵剑>系列
4008	武器T8	1	12	3256	2569	1	3206	2569	4	3207	2569	4	3208	2569	4													8阶：<孽龙锤>系列	8阶：<倚天剑>系列	8阶：<弑月弓>系列	8阶：<惊雷枪>系列	8阶：<白虹剑>系列	8阶：<白虹剑>系列	8阶：<图穷匕>系列	8阶：<搅海棍>系列	8阶：<笙歌流光>系列	8阶：<天外飞仙>系列	8阶：<银月飞燕>系列	8阶：<银月飞燕>系列	8阶：<赤龙柱>系列	8阶：<多情环>系列	8阶：<残雪剑>系列	8阶：<金缕歌>系列	8阶：<乌夜啼>系列	8阶：<乌夜啼>系列	8阶：<雨岩刀>系列	8阶：<雨岩刀>系列	8阶：<青韵剑>系列	8阶：<青韵剑>系列
4009	武器T9	1	12	3257	2569	1	3209	2569	4	3210	2569	4	3211	2569	4													9阶：<破天锤>系列	9阶：<怜花剑>系列	9阶：<后羿弓>系列	9阶：<破天戟>系列	9阶：<碧血剑>系列	9阶：<碧血剑>系列	9阶：<断岳匕>系列	9阶：<盘龙棍>系列	9阶：<霜翎衔花>系列	9阶：<蚀骨弩>系列	9阶：<鸾歌凤舞>系列	9阶：<鸾歌凤舞>系列	9阶：<金龙惊天>系列	9阶：<离别钩>系列	9阶：<正阳剑>系列	9阶：<浣溪沙>系列	9阶：<归去来>系列	9阶：<归去来>系列	9阶：<斟斗刀>系列	9阶：<斟斗刀>系列	9阶：<玉泉剑>系列	9阶：<玉泉剑>系列
4010	武器T10	1	12	3258	2569	1	3212	2569	4	3213	2569	4	3214	2569	4													10阶：<混元锤>系列	10阶：<破月剑>系列	10阶：<龙舌弓>系列	10阶：<天龙戟>系列	10阶：<天枢剑>系列	10阶：<天枢剑>系列	10阶：<血魄刃>系列	10阶：<降魔棍>系列	10阶：<红粉露凝>系列	10阶：<追星弩>系列	10阶：<碎玉断金>系列	10阶：<碎玉断金>系列	10阶：<亢龙有悔>系列	10阶：<相思引>系列	10阶：<碎星剑>系列	10阶：<青玉案>系列	10阶：<双燕离>系列	10阶：<双燕离>系列	10阶：<风骨刀>系列	10阶：<风骨刀>系列	10阶：<青霄剑>系列	10阶：<青霄剑>系列
4011	武器T11	1	12	5311	2569	1	5312	2569	4	5313	2569	4	5314	2569	4													11阶：<撼地锤>系列	11阶：<凝雪剑>系列	11阶：<神木弓>系列	11阶：<霸王枪>系列	11阶：<玄霄剑>系列	11阶：<玄霄剑>系列	11阶：<断离匕>系列	11阶：<金莲棍>系列	11阶：<凤舞璿玑>系列	11阶：<穿云弩>系列	11阶：<天珠流光>系列	11阶：<天珠流光>系列	11阶：<黑魔杖>系列	11阶：<饮月枝>系列	11阶：<御神剑>系列	11阶：<如梦令>系列	11阶：<雪夜冰>系列	11阶：<雪夜冰>系列	11阶：<润德刀>系列	11阶：<润德刀>系列	11阶：<墨影剑>系列	11阶：<墨影剑>系列
4012	武器T12	1	12	5315	2569	1	5316	2569	4	5317	2569	4	5318	2569	4													12阶：<四象锤>系列	12阶：<红菱剑>系列	12阶：<朝颜弓>系列	12阶：<龙胆枪>系列	12阶：<真灵剑>系列	12阶：<真灵剑>系列	12阶：<龙牙匕>系列	12阶：<观世棍>系列	12阶：<陌上花开>系列	12阶：<黑蠍银钩>系列	12阶：<月冷寒泉>系列	12阶：<月冷寒泉>系列	12阶：<青龙碎玉>系列	12阶：<雪玲珑>系列	12阶：<青云剑>系列	12阶：<白苹香>系列	12阶：<海月清辉>系列	12阶：<海月清辉>系列	12阶：<怨月刀>系列	12阶：<怨月刀>系列	12阶：<幽语剑>系列	12阶：<幽语剑>系列
4013	武器T13	1	12	5319	2569	1	5320	2569	4	5321	2569	4	5322	2569	4													13阶：<五岳锤>系列	13阶：<冰玉剑>系列	13阶：<灵宝弓>系列	13阶：<沥泉枪>系列	13阶：<真武剑>系列	13阶：<真武剑>系列	13阶：<干将莫邪>系列	13阶：<度厄棍>系列	13阶：<汉宫春晓>系列	13阶：<七煞天罗>系列	13阶：<飞星夺月>系列	13阶：<飞星夺月>系列	13阶：<应龙焚天>系列	13阶：<黄泉引>系列	13阶：<神霄剑>系列	13阶：<苏幕遮>系列	13阶：<飞瀑连珠>系列	13阶：<飞瀑连珠>系列	13阶：<浮龙刀>系列	13阶：<浮龙刀>系列	13阶：<澜悔剑>系列	13阶：<澜悔剑>系列
4014	武器T14	1	12	5323	2569	1	5324	2569	4	5325	2569	4	5326	2569	4													14阶：<冥狱锤>系列	14阶：<流萤剑>系列	14阶：<碧鸾弓>系列	14阶：<錾金枪>系列	14阶：<仙羽剑>系列	14阶：<仙羽剑>系列	14阶：<幽明匕>系列	14阶：<舍利棍>系列	14阶：<瑶台步月>系列	14阶：<飞星夺魂>系列	14阶：<玉清玄冥>系列	14阶：<玉清玄冥>系列	14阶：<熔星噬日>系列	14阶：<百鸟朝凤>系列	14阶：<羲皇剑>系列	14阶：<东湖月>系列	14阶：<九霄环佩>系列	14阶：<九霄环佩>系列	14阶：<九骨刀>系列	14阶：<九骨刀>系列	14阶：<抚夜剑>系列	14阶：<抚夜剑>系列
4015	武器T15	1	12	5327	2569	1	5328	2569	4	5329	2569	4	5330	2569	4													15阶：<碧霄锤>系列	15阶：<止水剑>系列	15阶：<落日弓>系列	15阶：<御海枪>系列	15阶：<湛卢剑>系列	15阶：<湛卢剑>系列	15阶：<离恨刃>系列	15阶：<天佛杖>系列	15阶：<江行初雪>系列	15阶：<花雨漫天>系列	15阶：<紫陌红尘>系列	15阶：<紫陌红尘>系列	15阶：<魁龙杖>系列	15阶：<风声鹤唳>系列	15阶：<猩红剑>系列	15阶：<凤楼春>系列	15阶：<竹聆风>系列	15阶：<竹聆风>系列	15阶：<皓峰刀>系列	15阶：<皓峰刀>系列	15阶：<青釭剑>系列	15阶：<青釭剑>系列
5901	T1外装头饰(斗笠)·限时	4	4	8203	2569	1																						外装：<傲血丹青>	外装：<青灯曳影>	外装：<青玉云歌>	外装：<千叶森罗>	外装：<千叶森罗>	外装：<青灯曳影>	外装：<青灯曳影>	外装：<傲血丹青>	外装：<青灯曳影>	外装：<千叶森罗>	外装：<傲血丹青>	外装：<青灯曳影>	外装：<傲血丹青>	外装：<青玉云歌>	外装：<千叶森罗>	外装：<青灯曳影>	外装：<千叶森罗>	外装：<青灯曳影>	外装：<傲血丹青>	外装：<青玉云歌>	外装：<千叶森罗>	外装：<青灯曳影>
