ShowType	Name	Faction	Sex	ResId	IconId	BigIconId	Desc	Desc2
11104	缚丝茧·忘忧黄	12	2	2104	14327	14327		
11105	缚丝茧·翡翠绿	12	2	2105	14328	14328		
11106	缚丝茧·落叶黄	12	2	2106	14329	14329		
11107	绀蓝雨·薄荷绿	12	2	2107	14330	14330		
11108	绀蓝雨·幽雅紫	12	2	2108	14331	14331		
11109	绀蓝雨·落叶黄	12	2	2109	14332	14332		
11110	两心知·浮影金	12	2	2110	14333	14333		
11111	两心知·春意绿	12	2	2111	14334	14334		
11112	两心知·幽雅紫	12	2	2112	14335	14335		
11113	蝶幻花·杏笺黄	12	2	2113	14336	14336		
11114	蝶幻花·蝴蝶蓝	12	2	2114	14337	14337		
11115	蝶幻花·玛瑙红	12	2	2115	14338	14338		
11116	金枝绕·蝴蝶蓝	12	2	2116	14339	14339		
11117	金枝绕·薄荷绿	12	2	2117	14340	14340		
11118	金枝绕·玉牙白	12	2	2118	14341	14341		
11119	瑶花慢·妖姬蓝	12	2	2119	14342	14342		
11120	瑶花慢·绽放橙	12	2	2120	14343	14343		
11121	瑶花慢·幽雅紫	12	2	2121	14344	14344		
11122	霰天霜·杏笺黄	12	2	2122	14345	14345		
11123	霰天霜·玫瑰粉	12	2	2123	14346	14346		
11124	霰天霜·橄榄绿	12	2	2124	14347	14347		
11125	多情环·绽放橙	12	2	2125	14348	14348		
11126	多情环·蝴蝶蓝	12	2	2126	14349	14349		
11127	多情环·玫瑰粉	12	2	2127	14350	14350		
11128	离别钩·幽雅紫	12	2	2128	14351	14351		
11129	离别钩·杏笺黄	12	2	2129	14352	14352		
11130	离别钩·妖姬蓝	12	2	2130	14353	14353		
11131	相思引·妖姬蓝	12	2	2131	14354	14354		
11132	相思引·薄荷绿	12	2	2132	14355	14355		
11133	相思引·杏笺黄	12	2	2133	14356	14356		
11100	残阳剑·忘忧黄	13	1	113	14283	14283		
11101	残阳剑·夜墨蓝	13	1	2201	14357	14357		
11102	残阳剑·妖姬蓝	13	1	2202	14358	14358		
11103	残阳剑·辉煌金	13	1	2203	14359	14359		
11104	问秋剑·妖姬蓝	13	1	2204	14360	14360		
11105	问秋剑·玉牙白	13	1	2205	14361	14361		
11106	问秋剑·翡翠绿	13	1	2206	14362	14362		
11107	迫云剑·夜墨蓝	13	1	2207	14363	14363		
11108	迫云剑·橄榄绿	13	1	2208	14364	14364		
11109	迫云剑·阎赤黑	13	1	2209	14365	14365		
11110	致情剑·翡翠绿	13	1	2210	14366	14366		
11111	致情剑·宝石蓝	13	1	2211	14367	14367		
11112	致情剑·玛瑙红	13	1	2212	14368	14368		
11113	落月剑·翡翠绿	13	1	2213	14369	14369		
11114	落月剑·琥珀棕	13	1	2214	14370	14370		
11115	落月剑·宝石蓝	13	1	2215	14371	14371		
11116	天祭剑·翡翠绿	13	1	2216	14372	14372		
11117	天祭剑·宝石蓝	13	1	2217	14373	14373		
11118	天祭剑·琥珀棕	13	1	2218	14374	14374		
11119	苍云剑·傲阳橙	13	1	2219	14375	14375		
11120	苍云剑·宝石蓝	13	1	2220	14376	14376		
11121	苍云剑·琥珀棕	13	1	2221	14377	14377		
11122	流风剑·夜墨蓝	13	1	2222	14378	14378		
11123	流风剑·幽暗红	13	1	2223	14379	14379		
11124	流风剑·橄榄绿	13	1	2224	14380	14380		
11125	残雪剑·忘忧黄	13	1	2225	14381	14381		
11126	残雪剑·翡翠绿	13	1	2226	14382	14382		
11127	残雪剑·鬼魅红	13	1	2227	14383	14383		
11128	正阳剑·薄荷绿	13	1	2228	14384	14384		
11129	正阳剑·杏笺黄	13	1	2229	14385	14385		
11130	正阳剑·蝴蝶蓝	13	1	2230	14386	14386		
11131	碎星剑·橄榄绿	13	1	2231	14387	14387		
11132	碎星剑·鬼魅红	13	1	2232	14388	14388		
11133	碎星剑·枯木褐	13	1	2233	14389	14389		
11100	翦牡丹·玉牙白	14	2	114	14284	14284		
11101	翦牡丹·妖姬蓝	14	2	2301	14390	14390		
11102	翦牡丹·薄荷绿	14	2	2302	14391	14391		
11103	翦牡丹·残阳红	14	2	2303	14392	14392		
11104	华荷媚·妖姬蓝	14	2	2304	14393	14393		
11105	华荷媚·杏笺黄	14	2	2305	14394	14394		
11106	华荷媚·香墨黑	14	2	2306	14395	14395		
11107	泛兰舟·春意绿	14	2	2307	14396	14396		
11108	泛兰舟·落丹红	14	2	2308	14397	14397		
11109	泛兰舟·熏香紫	14	2	2309	14398	14398		
11110	海棠花·妖姬蓝	14	2	2310	14399	14399		
11111	海棠花·薄荷绿	14	2	2311	14400	14400		
11112	海棠花·杏笺黄	14	2	2312	14401	14401		
11113	玉竹斩·杏笺黄	14	2	2313	14402	14402		
11114	玉竹斩·幽暗紫	14	2	2314	14403	14403		
11115	玉竹斩·妖姬蓝	14	2	2315	14404	14404		
11116	翠羽吟·杏笺黄	14	2	2316	14405	14405		
11117	翠羽吟·玫瑰粉	14	2	2317	14406	14406		
11118	翠羽吟·幽雅紫	14	2	2318	14407	14407		
11119	紫萸香·妖姬蓝	14	2	2319	14408	14408		
11120	紫萸香·杏笺黄	14	2	2320	14409	14409		
11121	紫萸香·百合粉	14	2	2321	14410	14410		
11122	雨霖铃·幽雅紫	14	2	2322	14411	14411		
11123	雨霖铃·薄荷绿	14	2	2323	14412	14412		
11124	雨霖铃·忘忧黄	14	2	2324	14413	14413		
11125	金缕歌·春意绿	14	2	2325	14414	14414		
11126	金缕歌·落丹红	14	2	2326	14415	14415		
11127	金缕歌·幽雅紫	14	2	2327	14416	14416		
11128	浣溪沙·妖姬蓝	14	2	2328	14417	14417		
11129	浣溪沙·忘忧黄	14	2	2329	14418	14418		
11130	浣溪沙·幽雅紫	14	2	2330	14419	14419		
11131	青玉案·熏香紫	14	2	2331	14420	14420		
11132	青玉案·绽放橙	14	2	2332	14421	14421		
11133	青玉案·蝴蝶蓝	14	2	2333	14422	14422		
11100	玄鹤唳·玉牙白	15		115	14285	14285		
11101	玄鹤唳·苍白绿	15		2401	14423	14423		
11102	玄鹤唳·玄赤黑	15		2402	14424	14424		
11103	玄鹤唳·罗兰紫	15		2403	14425	14425		
11104	木萧萧·幽邃紫	15		2404	14426	14426		
11105	木萧萧·幽暗绿	15		2405	14427	14427		
11106	木萧萧·幽暗红	15		2406	14428	14428		
11107	蟾宫客·幽暗红	15		2407	14429	14429		
11108	蟾宫客·橄榄绿	15		2408	14430	14430		
11109	蟾宫客·幽邃黑	15		2409	14431	14431		
11110	幽涧泉·翡翠绿	15		2410	14432	14432		
11111	幽涧泉·幽邃紫	15		2411	14433	14433		
11112	幽涧泉·幽暗红	15		2412	14434	14434		
11113	玉芙蓉·幽邃黑	15		2413	14435	14435		
11114	玉芙蓉·幽邃紫	15		2414	14436	14436		
11115	玉芙蓉·幽暗红	15		2415	14437	14437		
11116	西江月·夜墨蓝	15		2416	14438	14438		
11117	西江月·薄荷绿	15		2417	14439	14439		
11118	西江月·玫瑰粉	15		2418	14440	14440		
11119	醉花阴·幽暗红	15		2419	14441	14441		
11120	醉花阴·罗兰紫	15		2420	14442	14442		
11121	醉花阴·幽邃黑	15		2421	14443	14443		
11122	梧宫秋·幽邃紫	15		2422	14444	14444		
11123	梧宫秋·海棠粉	15		2423	14445	14445		
11124	梧宫秋·翡翠绿	15		2424	14446	14446		
11125	乌夜啼·浮影金	15		2425	14447	14447		
11126	乌夜啼·海棠粉	15		2426	14448	14448		
11127	乌夜啼·玄铁灰	15		2427	14449	14449		
11128	归去来·玄赤黑	15		2428	14450	14450		
11129	归去来·幽暗绿	15		2429	14451	14451		
11130	归去来·罗兰紫	15		2430	14452	14452		
11131	双燕离·幽暗红	15		2431	14453	14453		
11132	双燕离·罗兰紫	15		2432	14454	14454		
11133	双燕离·夜墨蓝	15		2433	14455	14455		
11100	斩马刀·香墨黑	16	1	116	14286	14286		
11101	斩马刀·琥珀铜	16	1	2501	14456	14456		
11102	斩马刀·夜墨蓝	16	1	2502	14457	14457		
11103	斩马刀·玄赤黑	16	1	2503	14458	14458		
11104	窃魂刀·幻金蓝	16	1	2504	14459	14459		
11105	窃魂刀·琥珀铜	16	1	2505	14460	14460		
11106	窃魂刀·幽邃黑	16	1	2506	14461	14461		
11107	静天刀·琥珀铜	16	1	2507	14462	14462		
11108	静天刀·橄榄绿	16	1	2508	14463	14463		
11109	静天刀·鬼魅红	16	1	2509	14464	14464		
11110	陇云刀·浮影金	16	1	2510	14465	14465		
11111	陇云刀·玄赤黑	16	1	2511	14466	14466		
11112	陇云刀·幽暗紫	16	1	2512	14467	14467		
11113	驭神刀·鬼魅红	16	1	2513	14468	14468		
11114	驭神刀·橄榄绿	16	1	2514	14469	14469		
11115	驭神刀·浮影金	16	1	2515	14470	14470		
11116	云毓刀·夜墨蓝	16	1	2516	14471	14471		
11117	云毓刀·鬼魅红	16	1	2517	14472	14472		
11118	云毓刀·浮影金	16	1	2518	14473	14473		
11119	啸神刀·罗兰紫	16	1	2519	14474	14474		
11120	啸神刀·幽暗绿	16	1	2520	14475	14475		
11121	啸神刀·玄赤黑	16	1	2521	14476	14476		
11122	如云刀·夜墨蓝	16	1	2522	14477	14477		
11123	如云刀·鬼魅红	16	1	2523	14478	14478		
11124	如云刀·浮影金	16	1	2524	14479	14479		
11125	雨岩刀·鬼魅红	16	1	2525	14480	14480		
11126	雨岩刀·妖姬蓝	16	1	2526	14481	14481		
11127	雨岩刀·水晶紫	16	1	2527	14482	14482		
11128	斟斗刀·琥珀铜	16	1	2528	14483	14483		
11129	斟斗刀·紫丹褐	16	1	2529	14484	14484		
11130	斟斗刀·妖姬蓝	16	1	2530	14485	14485		
11131	风骨刀·杏笺黄	16	1	2531	14486	14486		
11132	风骨刀·鬼魅红	16	1	2532	14487	14487		
11133	风骨刀·橄榄绿	16	1	2533	14488	14488		
11100	太岳剑·玉牙白	17		118	14287	14287		
11101	太岳剑·鬼魅红	17		2601	14489	14489		
11102	太岳剑·浮影金	17		2602	14490	14490		
11103	太岳剑·翡翠绿	17		2603	14491	14491		
11104	风渊剑·浮影金	17		2604	14492	14492		
11105	风渊剑·幽邃黑	17		2605	14493	14493		
11106	风渊剑·妖姬蓝	17		2606	14494	14494		
11107	冷月剑·翡翠绿	17		2607	14495	14495		
11108	冷月剑·鬼魅红	17		2608	14496	14496		
11109	冷月剑·香墨黑	17		2609	14497	14497		
11110	破云剑·鬼魅红	17		2610	14498	14498		
11111	破云剑·浮影金	17		2611	14499	14499		
11112	破云剑·妖姬蓝	17		2612	14500	14500		
11113	赤眸剑·玄铁灰	17		2613	14501	14501		
11114	赤眸剑·翡翠绿	17		2614	14502	14502		
11115	赤眸剑·杏笺黄	17		2615	14503	14503		
11116	墨玉剑·杏笺黄	17		2616	14504	14504		
11117	墨玉剑·鬼魅红	17		2617	14505	14505		
11118	墨玉剑·水墨灰	17		2618	14506	14506		
11119	无尘剑·幽暗红	17		2619	14507	14507		
11120	无尘剑·妖姬蓝	17		2620	14508	14508		
11121	无尘剑·幽暗绿	17		2621	14509	14509		
11122	碧灵剑·幽暗红	17		2622	14510	14510		
11123	碧灵剑·苍白绿	17		2623	14511	14511		
11124	碧灵剑·紫丹褐	17		2624	14512	14512		
11125	青韵剑·鬼魅红	17		2625	14513	14513		
11126	青韵剑·熏香紫	17		2626	14514	14514		
11127	青韵剑·浮影金	17		2627	14515	14515		
11128	玉泉剑·玄铁灰	17		2628	14516	14516		
11129	玉泉剑·浮影金	17		2629	14517	14517		
11130	玉泉剑·妖姬蓝	17		2630	14518	14518		
11131	青霄剑·琥珀棕	17		2631	14519	14519		
11132	青霄剑·罗兰紫	17		2632	14520	14520		
11133	青霄剑·玄铁灰	17		2633	14521	14521		
11100	翠烟新手伞	18		118	14288	14288		
11101	翠烟新手伞·偏色1	18		2701	14522	14522		
11102	翠烟新手伞·偏色2	18		2702	14523	14523		
11103	翠烟新手伞·偏色3	18		2703	14524	14524		
11104	寒梅吟雪·忘忧黄	18		2704	14525	14525		
11105	寒梅吟雪·蝴蝶蓝	18		2705	14526	14526		
11106	寒梅吟雪·落雪白	18		2706	14527	14527		
11107	岸芷汀兰·书韵白	18		2707	14528	14528		
11108	岸芷汀兰·薄荷绿	18		2708	14529	14529		
11109	岸芷汀兰·朱砂红	18		2709	14530	14530		
11110	枯枝连理·书韵白	18		2710	14531	14531		
11111	枯枝连理·薄荷绿	18		2711	14532	14532		
11112	枯枝连理·熏香紫	18		2712	14533	14533		
11113	摇光悬星·香墨黑	18		2713	14534	14534		
11114	摇光悬星·薄荷绿	18		2714	14535	14535		
11115	摇光悬星·赤阳红	18		2715	14536	14536		
11116	晚秋悲画·书韵白	18		2716	14537	14537		
11117	晚秋悲画·熏香紫	18		2717	14538	14538		
11118	晚秋悲画·薄荷绿	18		2718	14539	14539		
11119	暗香映月·朱砂红	18		2719	14540	14540		
11120	暗香映月·古典灰	18		2720	14541	14541		
11121	暗香映月·玫瑰粉	18		2721	14542	14542		
11122	杜鹃啼血·玄赤黑	18		2722	14543	14543		
11123	杜鹃啼血·浮影金	18		2723	14544	14544		
11124	杜鹃啼血·熏香紫	18		2724	14545	14545		
11125	笙歌流光·朱砂红	18		2725	14546	14546		
11126	笙歌流光·橄榄绿	18		2726	14547	14547		
11127	笙歌流光·赤阳红	18		2727	14548	14548		
11128	霜翎衔花·偏色1	18		2728	14549	14549		
11129	霜翎衔花·偏色2	18		2729	14550	14550		
11130	霜翎衔花·偏色3	18		2730	14551	14551		
11131	翠烟武器10·偏色1	18		2731	14552	14552		
11132	翠烟武器10·偏色2	18		2732	14553	14553		
11133	翠烟武器10·偏色3	18		2733	14554	14554		
11100	唐门新手弩	19		119	14289	14289		
11101	唐门新手弩·偏色1	19		2801	14555	14555		
11102	唐门新手弩·偏色2	19		2802	14556	14556		
11103	唐门新手弩·偏色3	19		2803	14557	14557		
11104	赤蛟弩·落丹红	19		2804	14558	14558		
11105	赤蛟弩·幽邃黑	19		2805	14559	14559		
11106	赤蛟弩·翡翠绿	19		2806	14560	14560		
11107	翦云弩·罗兰紫	19		2807	14561	14561		
11108	翦云弩·浮影金	19		2808	14562	14562		
11109	翦云弩·玄铁灰	19		2809	14563	14563		
11110	青磷弩·鬼魅红	19		2810	14564	14564		
11111	青磷弩·夜墨蓝	19		2811	14565	14565		
11112	青磷弩·浮影金	19		2812	14566	14566		
11113	天罗弩·鬼魅红	19		2813	14567	14567		
11114	天罗弩·熏香紫	19		2814	14568	14568		
11115	天罗弩·翡翠绿	19		2815	14569	14569		
11116	鬼武弩·鬼魅红	19		2816	14570	14570		
11117	鬼武弩·浮影金	19		2817	14571	14571		
11118	鬼武弩·月光银	19		2818	14572	14572		
11119	含沙射影·浮影金	19		2819	14573	14573		
11120	含沙射影·蝴蝶蓝	19		2820	14574	14574		
11121	含沙射影·鬼魅红	19		2821	14575	14575		
11122	七骨弩·忘忧黄	19		2822	14576	14576		
11123	七骨弩·夜墨蓝	19		2823	14577	14577		
11124	七骨弩·幽暗红	19		2824	14578	14578		
11125	天外飞仙·翡翠绿	19		2825	14579	14579		
11126	天外飞仙·幽暗红	19		2826	14580	14580		
11127	天外飞仙·罗兰紫	19		2827	14581	14581		
11128	蚀骨弩·偏色1	19		2828	14582	14582		
11129	蚀骨弩·偏色2	19		2829	14583	14583		
11130	蚀骨弩·偏色3	19		2830	14584	14584		
11131	唐门武器10·偏色1	19		2831	14585	14585		
11132	唐门武器10·偏色2	19		2832	14586	14586		
11133	唐门武器10·偏色3	19		2833	14587	14587		
11100	崑仑新手剑	20		120	14290	14290		
11101	崑仑新手剑·偏色1	20		2901	14588	14588		
11102	崑仑新手剑·偏色2	20		2902	14589	14589		
11103	崑仑新手剑·偏色3	20		2903	14590	14590		
11104	太岳挽花·幽暗红	20		2904	14591	14591		
11105	太岳挽花·玄铁灰	20		2905	14592	14592		
11106	太岳挽花·罗兰紫	20		2906	14593	14593		
11107	金鲤跃云·鬼魅红	20		2907	14594	14594		
11108	金鲤跃云·翡翠绿	20		2908	14595	14595		
11109	金鲤跃云·妖姬蓝	20		2909	14596	14596		
11110	诉雪凝香·鬼魅红	20		2910	14597	14597		
11111	诉雪凝香·罗兰紫	20		2911	14598	14598		
11112	诉雪凝香·幽邃黑	20		2912	14599	14599		
11113	飞鹤衔枝·罗兰紫	20		2913	14600	14600		
11114	飞鹤衔枝·蝴蝶蓝	20		2914	14601	14601		
11115	飞鹤衔枝·落丹红	20		2915	14602	14602		
11116	耀阳玉虚·幽暗紫	20		2916	14603	14603		
11117	耀阳玉虚·阎赤黑	20		2917	14604	14604		
11118	耀阳玉虚·翡翠绿	20		2918	14605	14605		
11119	金缕铁梨·辉煌金	20		2919	14606	14606		
11120	金缕铁梨·幽暗红	20		2920	14607	14607		
11121	金缕铁梨·玫瑰粉	20		2921	14608	14608		
11122	苍墨无锋·妖姬蓝	20		2922	14609	14609		
11123	苍墨无锋·鬼魅红	20		2923	14610	14610		
11124	苍墨无锋·翡翠绿	20		2924	14611	14611		
11125	银月飞燕·阎赤黑	20		2925	14612	14612		
11126	银月飞燕·蝴蝶蓝	20		2926	14613	14613		
11127	银月飞燕·熏香紫	20		2927	14614	14614		
11128	鸾歌凤舞·偏色1	20		2928	14615	14615		
11129	鸾歌凤舞·偏色2	20		2929	14616	14616		
11130	鸾歌凤舞·偏色3	20		2930	14617	14617		
11131	崑仑武器10·偏色1	20		2931	14618	14618		
11132	崑仑武器10·偏色2	20		2932	14619	14619		
11133	崑仑武器10·偏色3	20		2933	14620	14620		
12101	流星水果锤·春红玉	1		3001	14661	14661	天王武器外装T1·颜色1	
12102	流星水果锤·黄小玉	1		3002	14662	14662	天王武器外装T1·颜色2	
12103	流星水果锤·奇异绿	1		3003	14663	14663	天王武器外装T1·颜色3	
12104	流星水果锤·秋意浓	1		3004	14664	14664	天王武器外装T1·颜色4	
12101	流星水果锤·春红玉	2		3001	14661	14661	天王武器外装T1·颜色1	
12102	流星水果锤·黄小玉	2		3002	14662	14662	天王武器外装T1·颜色2	
12103	流星水果锤·奇异绿	2		3003	14663	14663	天王武器外装T1·颜色3	
12104	流星水果锤·秋意浓	2		3004	14664	14664	天王武器外装T1·颜色4	
12101	流星水果锤·春红玉	3		3001	14661	14661	天王武器外装T1·颜色1	
12102	流星水果锤·黄小玉	3		3002	14662	14662	天王武器外装T1·颜色2	
12103	流星水果锤·奇异绿	3		3003	14663	14663	天王武器外装T1·颜色3	
12104	流星水果锤·秋意浓	3		3004	14664	14664	天王武器外装T1·颜色4	
12101	流星水果锤·春红玉	4		3001	14661	14661	天王武器外装T1·颜色1	
12102	流星水果锤·黄小玉	4		3002	14662	14662	天王武器外装T1·颜色2	
12103	流星水果锤·奇异绿	4		3003	14663	14663	天王武器外装T1·颜色3	
12104	流星水果锤·秋意浓	4		3004	14664	14664	天王武器外装T1·颜色4	
12101	流星水果锤·春红玉	5		3001	14661	14661	天王武器外装T1·颜色1	
12102	流星水果锤·黄小玉	5		3002	14662	14662	天王武器外装T1·颜色2	
12103	流星水果锤·奇异绿	5		3003	14663	14663	天王武器外装T1·颜色3	
12104	流星水果锤·秋意浓	5		3004	14664	14664	天王武器外装T1·颜色4	
12101	流星水果锤·春红玉	6		3001	14661	14661	天王武器外装T1·颜色1	
12102	流星水果锤·黄小玉	6		3002	14662	14662	天王武器外装T1·颜色2	
12103	流星水果锤·奇异绿	6		3003	14663	14663	天王武器外装T1·颜色3	
12104	流星水果锤·秋意浓	6		3004	14664	14664	天王武器外装T1·颜色4	
12101	流星水果锤·春红玉	7		3001	14661	14661	天王武器外装T1·颜色1	
12102	流星水果锤·黄小玉	7		3002	14662	14662	天王武器外装T1·颜色2	
12103	流星水果锤·奇异绿	7		3003	14663	14663	天王武器外装T1·颜色3	
12104	流星水果锤·秋意浓	7		3004	14664	14664	天王武器外装T1·颜色4	
12101	流星水果锤·春红玉	8		3001	14661	14661	天王武器外装T1·颜色1	
12102	流星水果锤·黄小玉	8		3002	14662	14662	天王武器外装T1·颜色2	
12103	流星水果锤·奇异绿	8		3003	14663	14663	天王武器外装T1·颜色3	
12104	流星水果锤·秋意浓	8		3004	14664	14664	天王武器外装T1·颜色4	
12101	流星水果锤·春红玉	9		3001	14661	14661	天王武器外装T1·颜色1	
12102	流星水果锤·黄小玉	9		3002	14662	14662	天王武器外装T1·颜色2	
12103	流星水果锤·奇异绿	9		3003	14663	14663	天王武器外装T1·颜色3	
12104	流星水果锤·秋意浓	9		3004	14664	14664	天王武器外装T1·颜色4	
12101	流星水果锤·春红玉	10		3001	14661	14661	天王武器外装T1·颜色1	
12102	流星水果锤·黄小玉	10		3002	14662	14662	天王武器外装T1·颜色2	
12103	流星水果锤·奇异绿	10		3003	14663	14663	天王武器外装T1·颜色3	
12104	流星水果锤·秋意浓	10		3004	14664	14664	天王武器外装T1·颜色4	
12101	流星水果锤·春红玉	11		3001	14661	14661	天王武器外装T1·颜色1	
12102	流星水果锤·黄小玉	11		3002	14662	14662	天王武器外装T1·颜色2	
12103	流星水果锤·奇异绿	11		3003	14663	14663	天王武器外装T1·颜色3	
12104	流星水果锤·秋意浓	11		3004	14664	14664	天王武器外装T1·颜色4	
12101	流星水果锤·春红玉	12		3001	14661	14661	天王武器外装T1·颜色1	
12102	流星水果锤·黄小玉	12		3002	14662	14662	天王武器外装T1·颜色2	
12103	流星水果锤·奇异绿	12		3003	14663	14663	天王武器外装T1·颜色3	
12104	流星水果锤·秋意浓	12		3004	14664	14664	天王武器外装T1·颜色4	
12101	流星水果锤·春红玉	13		3001	14661	14661	天王武器外装T1·颜色1	
12102	流星水果锤·黄小玉	13		3002	14662	14662	天王武器外装T1·颜色2	
12103	流星水果锤·奇异绿	13		3003	14663	14663	天王武器外装T1·颜色3	
12104	流星水果锤·秋意浓	13		3004	14664	14664	天王武器外装T1·颜色4	
12101	流星水果锤·春红玉	14		3001	14661	14661	天王武器外装T1·颜色1	
12102	流星水果锤·黄小玉	14		3002	14662	14662	天王武器外装T1·颜色2	
12103	流星水果锤·奇异绿	14		3003	14663	14663	天王武器外装T1·颜色3	
12104	流星水果锤·秋意浓	14		3004	14664	14664	天王武器外装T1·颜色4	
12101	流星水果锤·春红玉	15		3001	14661	14661	天王武器外装T1·颜色1	
12102	流星水果锤·黄小玉	15		3002	14662	14662	天王武器外装T1·颜色2	
12103	流星水果锤·奇异绿	15		3003	14663	14663	天王武器外装T1·颜色3	
12104	流星水果锤·秋意浓	15		3004	14664	14664	天王武器外装T1·颜色4	
12101	流星水果锤·春红玉	16		3001	14661	14661	天王武器外装T1·颜色1	
12102	流星水果锤·黄小玉	16		3002	14662	14662	天王武器外装T1·颜色2	
12103	流星水果锤·奇异绿	16		3003	14663	14663	天王武器外装T1·颜色3	
12104	流星水果锤·秋意浓	16		3004	14664	14664	天王武器外装T1·颜色4	
12101	流星水果锤·春红玉	17		3001	14661	14661	天王武器外装T1·颜色1	
12102	流星水果锤·黄小玉	17		3002	14662	14662	天王武器外装T1·颜色2	
12103	流星水果锤·奇异绿	17		3003	14663	14663	天王武器外装T1·颜色3	
12104	流星水果锤·秋意浓	17		3004	14664	14664	天王武器外装T1·颜色4	
12101	流星水果锤·春红玉	18		3001	14661	14661	天王武器外装T1·颜色1	
12102	流星水果锤·黄小玉	18		3002	14662	14662	天王武器外装T1·颜色2	
12103	流星水果锤·奇异绿	18		3003	14663	14663	天王武器外装T1·颜色3	
12104	流星水果锤·秋意浓	18		3004	14664	14664	天王武器外装T1·颜色4	
12101	流星水果锤·春红玉	19		3001	14661	14661	天王武器外装T1·颜色1	
12102	流星水果锤·黄小玉	19		3002	14662	14662	天王武器外装T1·颜色2	
12103	流星水果锤·奇异绿	19		3003	14663	14663	天王武器外装T1·颜色3	
12104	流星水果锤·秋意浓	19		3004	14664	14664	天王武器外装T1·颜色4	
12101	流星水果锤·春红玉	20		3001	14661	14661	天王武器外装T1·颜色1	
12102	流星水果锤·黄小玉	20		3002	14662	14662	天王武器外装T1·颜色2	
12103	流星水果锤·奇异绿	20		3003	14663	14663	天王武器外装T1·颜色3	
12104	流星水果锤·秋意浓	20		3004	14664	14664	天王武器外装T1·颜色4	
12105	蔷薇风霜剑·忘忧黄	1		3101	14701	14701	峨眉武器外装T1·颜色1	
12106	蔷薇风霜剑·落雪白	1		3102	14702	14702	峨眉武器外装T1·颜色2	
12107	蔷薇风霜剑·玫瑰粉	1		3103	14703	14703	峨眉武器外装T1·颜色3	
12108	蔷薇风霜剑·妖姬蓝	1		3104	14704	14704	峨眉武器外装T1·颜色4	
12105	蔷薇风霜剑·忘忧黄	2		3101	14701	14701	峨眉武器外装T1·颜色1	
12106	蔷薇风霜剑·落雪白	2		3102	14702	14702	峨眉武器外装T1·颜色2	
12107	蔷薇风霜剑·玫瑰粉	2		3103	14703	14703	峨眉武器外装T1·颜色3	
12108	蔷薇风霜剑·妖姬蓝	2		3104	14704	14704	峨眉武器外装T1·颜色4	
12105	蔷薇风霜剑·忘忧黄	3		3101	14701	14701	峨眉武器外装T1·颜色1	
12106	蔷薇风霜剑·落雪白	3		3102	14702	14702	峨眉武器外装T1·颜色2	
12107	蔷薇风霜剑·玫瑰粉	3		3103	14703	14703	峨眉武器外装T1·颜色3	
12108	蔷薇风霜剑·妖姬蓝	3		3104	14704	14704	峨眉武器外装T1·颜色4	
12105	蔷薇风霜剑·忘忧黄	4		3101	14701	14701	峨眉武器外装T1·颜色1	
12106	蔷薇风霜剑·落雪白	4		3102	14702	14702	峨眉武器外装T1·颜色2	
12107	蔷薇风霜剑·玫瑰粉	4		3103	14703	14703	峨眉武器外装T1·颜色3	
12108	蔷薇风霜剑·妖姬蓝	4		3104	14704	14704	峨眉武器外装T1·颜色4	
12105	蔷薇风霜剑·忘忧黄	5		3101	14701	14701	峨眉武器外装T1·颜色1	
12106	蔷薇风霜剑·落雪白	5		3102	14702	14702	峨眉武器外装T1·颜色2	
12107	蔷薇风霜剑·玫瑰粉	5		3103	14703	14703	峨眉武器外装T1·颜色3	
12108	蔷薇风霜剑·妖姬蓝	5		3104	14704	14704	峨眉武器外装T1·颜色4	
12105	蔷薇风霜剑·忘忧黄	6		3101	14701	14701	峨眉武器外装T1·颜色1	
12106	蔷薇风霜剑·落雪白	6		3102	14702	14702	峨眉武器外装T1·颜色2	
12107	蔷薇风霜剑·玫瑰粉	6		3103	14703	14703	峨眉武器外装T1·颜色3	
12108	蔷薇风霜剑·妖姬蓝	6		3104	14704	14704	峨眉武器外装T1·颜色4	
12105	蔷薇风霜剑·忘忧黄	7		3101	14701	14701	峨眉武器外装T1·颜色1	
12106	蔷薇风霜剑·落雪白	7		3102	14702	14702	峨眉武器外装T1·颜色2	
12107	蔷薇风霜剑·玫瑰粉	7		3103	14703	14703	峨眉武器外装T1·颜色3	
12108	蔷薇风霜剑·妖姬蓝	7		3104	14704	14704	峨眉武器外装T1·颜色4	
12105	蔷薇风霜剑·忘忧黄	8		3101	14701	14701	峨眉武器外装T1·颜色1	
12106	蔷薇风霜剑·落雪白	8		3102	14702	14702	峨眉武器外装T1·颜色2	
12107	蔷薇风霜剑·玫瑰粉	8		3103	14703	14703	峨眉武器外装T1·颜色3	
12108	蔷薇风霜剑·妖姬蓝	8		3104	14704	14704	峨眉武器外装T1·颜色4	
12105	蔷薇风霜剑·忘忧黄	9		3101	14701	14701	峨眉武器外装T1·颜色1	
12106	蔷薇风霜剑·落雪白	9		3102	14702	14702	峨眉武器外装T1·颜色2	
12107	蔷薇风霜剑·玫瑰粉	9		3103	14703	14703	峨眉武器外装T1·颜色3	
12108	蔷薇风霜剑·妖姬蓝	9		3104	14704	14704	峨眉武器外装T1·颜色4	
12105	蔷薇风霜剑·忘忧黄	10		3101	14701	14701	峨眉武器外装T1·颜色1	
