ResId	ResFile	ResAttribID	ResSlot	Desc	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3	SlotName3	SlotGray3	SlotMinCast3	Slot3Color1	Slot3Light1	Slot3Color2	Slot3Light2	Slot3Color3	Slot3Light3
7005	Player/Characters/M2/Prefab/M2_W002_Head.prefab	157005	head	M2壮男头盔外装T2·颜色1																														
7006	Player/Characters/M2/Prefab/M2_W002_Head.prefab	157006	head	M2壮男头盔外装T2·颜色2																														
7007	Player/Characters/M2/Prefab/M2_W002_Head.prefab	157007	head	M2壮男头盔外装T2·颜色3																														
7008	Player/Characters/M2/Prefab/M2_W002_Head.prefab	157008	head	M2壮男头盔外装T2·颜色4																														
7009	Player/Characters/M2/Prefab/M2_W002_Head.prefab	157009	head	M2壮男头盔外装T2·颜色5																														
7010	Player/Characters/M2/Prefab/M2_W002_Head.prefab	157010	head	M2壮男头盔外装T2·颜色6																														
7011	Player/Characters/M2/Prefab/M2_W002_Head.prefab	157011	head	M2壮男头盔外装T2·颜色7																														
7012	Player/Characters/M2/Prefab/M2_W002_Head.prefab	157012	head	M2壮男头盔外装T2·颜色8																														
7013	Player/Characters/M2/Prefab/M2_W003_Head.prefab	157013	head	M2壮男头盔外装T3·颜色1																														
7014	Player/Characters/M2/Prefab/M2_W003_Head.prefab	157014	head	M2壮男头盔外装T3·颜色2																														
7015	Player/Characters/M2/Prefab/M2_W003_Head.prefab	157015	head	M2壮男头盔外装T3·颜色3																														
7016	Player/Characters/M2/Prefab/M2_W003_Head.prefab	157016	head	M2壮男头盔外装T3·颜色4																														
7017	Player/Characters/M2/Prefab/M2_W004_Head.prefab	157017	head	M2壮男头盔外装T4·颜色1																														
7018	Player/Characters/M2/Prefab/M2_W004_Head.prefab	157018	head	M2壮男头盔外装T4·颜色2																														
7019	Player/Characters/M2/Prefab/M2_W004_Head.prefab	157019	head	M2壮男头盔外装T4·颜色3																														
7020	Player/Characters/M2/Prefab/M2_W004_Head.prefab	157020	head	M2壮男头盔外装T4·颜色4																														
7021	Player/Characters/M2/Prefab/M2_W004_Head.prefab	157021	head	M2壮男头盔外装T4·颜色5																														
7022	Player/Characters/M2/Prefab/M2_W005_Head.prefab	157022	head	M2壮男头盔外装T5·颜色1																														
7023	Player/Characters/M2/Prefab/M2_W005_Head.prefab	157023	head	M2壮男头盔外装T5·颜色2																														
7024	Player/Characters/M2/Prefab/M2_W005_Head.prefab	157024	head	M2壮男头盔外装T5·颜色3																														
7025	Player/Characters/M2/Prefab/M2_W005_Head.prefab	157025	head	M2壮男头盔外装T5·颜色4																														
7026	Player/Characters/M2/Prefab/M2_W005_Head.prefab	157026	head	M2壮男头盔外装T5·颜色5																														
7027	Player/Characters/M2/Prefab/M2_W006_Head.prefab	157027	head	M2壮男头盔外装T6·颜色1																														
7028	Player/Characters/M2/Prefab/M2_W006_Head.prefab	157028	head	M2壮男头盔外装T6·颜色2																														
7029	Player/Characters/M2/Prefab/M2_W006_Head.prefab	157029	head	M2壮男头盔外装T6·颜色3																														
7030	Player/Characters/M2/Prefab/M2_W006_Head.prefab	157030	head	M2壮男头盔外装T6·颜色4																														
7031	Player/Characters/M2/Prefab/M2_W006_Head.prefab	157031	head	M2壮男头盔外装T6·颜色5																														
7032	Player/Characters/M2/Prefab/M2_W007_Head.prefab	157032	head	M2壮男头盔外装T7·颜色1																														
7033	Player/Characters/M2/Prefab/M2_W007_Head.prefab	157033	head	M2壮男头盔外装T7·颜色2																														
7034	Player/Characters/M2/Prefab/M2_W007_Head.prefab	157034	head	M2壮男头盔外装T7·颜色3																														
7035	Player/Characters/M2/Prefab/M2_W007_Head.prefab	157035	head	M2壮男头盔外装T7·颜色4																														
7036	Player/Characters/M2/Prefab/M2_W008_Head.prefab	157036	head	M2壮男头盔外装T8·颜色1																														
7037	Player/Characters/M2/Prefab/M2_W008_Head.prefab	157037	head	M2壮男头盔外装T8·颜色2																														
7038	Player/Characters/M2/Prefab/M2_W008_Head.prefab	157038	head	M2壮男头盔外装T8·颜色3																														
7039	Player/Characters/M2/Prefab/M2_W008_Head.prefab	157039	head	M2壮男头盔外装T8·颜色4																														
7040	Player/Characters/M2/Prefab/M2_W009_Head.prefab	157040	head	M2壮男头盔外装T9·颜色1																														
7041	Player/Characters/M2/Prefab/M2_W009_Head.prefab	157041	head	M2壮男头盔外装T9·颜色2																														
7042	Player/Characters/M2/Prefab/M2_W009_Head.prefab	157042	head	M2壮男头盔外装T9·颜色3																														
7043	Player/Characters/M2/Prefab/M2_W009_Head.prefab	157043	head	M2壮男头盔外装T9·颜色4																														
7044	Player/Characters/M2/Prefab/M2_W001_Head.prefab	157044	head	M2壮男头盔外装T1·颜色5																														
7045	Player/Characters/M2/Prefab/M2_W003_Head.prefab	157045	head	M2壮男头盔外装T3·颜色5																														
7046	Player/Characters/M2/Prefab/M2_W007_Head.prefab	157046	head	M2壮男头盔外装T7·颜色5																														
7047	Player/Characters/M2/Prefab/M2_W008_Head.prefab	157047	head	M2壮男头盔外装T8·颜色5																														
7048	Player/Characters/M2/Prefab/M2_W010B_Head.prefab	157048	head	M2壮男头盔外装T10·颜色1																														
7049	Player/Characters/M2/Prefab/M2_W010B_Head.prefab	157049	head	M2壮男头盔外装T10·颜色2																														
7050	Player/Characters/M2/Prefab/M2_W010B_Head.prefab	157050	head	M2壮男头盔外装T10·颜色3																														
7051	Player/Characters/M2/Prefab/M2_W010B_Head.prefab	157051	head	M2壮男头盔外装T10·颜色4																														
7052	Player/Characters/M2/Prefab/M2_W010B_Head.prefab	157052	head	M2壮男头盔外装T10·颜色5																														
7053	Player/Characters/M2/Prefab/M2_W010C_Head.prefab	157053	head	M2壮男头盔外装T10s·颜色1																														
7054	Player/Characters/M2/Prefab/M2_W010C_Head.prefab	157054	head	M2壮男头盔外装T10s·颜色2																														
7055	Player/Characters/M2/Prefab/M2_W010C_Head.prefab	157055	head	M2壮男头盔外装T10s·颜色3																														
7056	Player/Characters/M2/Prefab/M2_W010C_Head.prefab	157056	head	M2壮男头盔外装T10s·颜色4																														
7057	Player/Characters/M2/Prefab/M2_W010_Head.prefab	157057	head	M2壮男头盔外装T11·颜色1																														
7058	Player/Characters/M2/Prefab/M2_W010_Head.prefab	157058	head	M2壮男头盔外装T11·颜色2																														
7059	Player/Characters/M2/Prefab/M2_W010_Head.prefab	157059	head	M2壮男头盔外装T11·颜色3																														
7060	Player/Characters/M2/Prefab/M2_W010_Head.prefab	157060	head	M2壮男头盔外装T11·颜色4																														
7061	Player/Characters/M2/Prefab/M2_W010_Head.prefab	157061	head	M2壮男头盔外装T11·颜色5																														
7062	Player/Characters/M2/Prefab/M2_W010_Head.prefab	157062	head	M2壮男头盔外装T11·颜色6																														
7063	Player/Characters/M2/Prefab/M2_W010A_Head.prefab	157063	head	M2壮男头盔外装T11s·颜色1																														
7064	Player/Characters/M2/Prefab/M2_W010A_Head.prefab	157064	head	M2壮男头盔外装T11s·颜色2																														
7065	Player/Characters/M2/Prefab/M2_W010A_Head.prefab	157065	head	M2壮男头盔外装T11s·颜色3																														
7066	Player/Characters/M2/Prefab/M2_W010A_Head.prefab	157066	head	M2壮男头盔外装T11s·颜色4																														
7067	Player/Characters/M2/Prefab/M2_W010A_Head.prefab	157067	head	M2壮男头盔外装T11s·颜色5																														
7068	Player/Characters/M2/Prefab/M2_W010A_Head.prefab	157068	head	M2壮男头盔外装T11s·颜色6																														
7069	Player/Characters/M2/Prefab/M2_W008_Head.prefab	157069	head	M2壮男头盔外装T8·颜色6																														
7070	Player/Characters/M2/Prefab/M2_W011_Head.prefab		head	M2壮男外装T12·颜色1		1		M2_W011_Head	0		74|74|74|255	1	35|35|35|0	1	82|59|59|255	1																		
7071	Player/Characters/M2/Prefab/M2_W011_Head.prefab		head	M2壮男外装T12·颜色2		1		M2_W011_Head	0		246|215|150|90	1.24	31|31|31|0	1	118|62|42|255	1																		
7072	Player/Characters/M2/Prefab/M2_W011_Head.prefab		head	M2壮男外装T12·颜色3		1		M2_W011_Head	0		255|219|221|90	1.24	253|253|253|0	1	255|249|247|77	1																		
7073	Player/Characters/M2/Prefab/M2_W011_Head.prefab		head	M2壮男外装T12·颜色4		1		M2_W011_Head	0		155|0|0|196	1	35|35|35|0	1	82|59|59|255	1																		
7074	Player/Characters/M2/Prefab/M2_W011_Head.prefab		head	M2壮男外装T12·颜色5		1		M2_W011_Head	0		110|251|216|196	1	35|35|35|0	1	82|59|59|255	1																		
7075	Player/Characters/M2/Prefab/M2_W011_Head.prefab		head	M2壮男外装T12·颜色6		1		M2_W011_Head	0		96|96|74|196	1	255|235|151|0	1	255|185|110|53	1																		
7076	Player/Characters/M2/Prefab/M2_W011A_Head.prefab		head	M2壮男外装T12A·颜色1		1		M2_W011A_Head	0		255|255|255|255	1	43|43|43|0	1	88|88|88|169	1																		
7077	Player/Characters/M2/Prefab/M2_W011A_Head.prefab		head	M2壮男外装T12A·颜色2				M2_W011A_Head	1		252|255|88|255	2.34	43|43|43|0	1	126|70|135|169	1																		
7078	Player/Characters/M2/Prefab/M2_W011A_Head.prefab		head	M2壮男外装T12A·颜色3				M2_W011A_Head	1		178|255|197|255	2.34	255|255|255|0	1	255|255|255|64	1.26																		
7079	Player/Characters/M2/Prefab/M2_W011A_Head.prefab		head	M2壮男外装T12A·颜色4				M2_W011A_Head	1		54|84|89|255	2.34	43|43|43|0	1	88|88|88|169	1																		
7080	Player/Characters/M2/Prefab/M2_W011A_Head.prefab		head	M2壮男外装T12A·颜色5				M2_W011A_Head	1		255|255|255|255	2.58	43|43|43|0	1	88|88|88|169	1																		
7081	Player/Characters/M2/Prefab/M2_W011A_Head.prefab		head	M2壮男外装T12A·颜色6																														
7082	Player/Characters/M2/Prefab/M2_W011_Head.prefab		head	M2壮男外装T12·颜色7		1		M2_W011_Head	0		255|255|255|67	1	255|255|255|0	1	181|180|180|23	1																		
7083	Player/Characters/M2/Prefab/M2_W011_Head.prefab		head	M2壮男外装T12·颜色8		1		M2_W011_Head	0		67|19|19|196	1	43|31|31|0	1	82|59|59|255	1																		
7084	Player/Characters/M2/Prefab/M2_W012A_Head.prefab		head	M2壮男外装T4N·颜色1		1		M2_W012A_Head	0		58|53|53|255	1.09	50|40|40|255	1.1	255|255|255|255	1																		
7085	Player/Characters/M2/Prefab/M2_W012A_Head.prefab		head	M2壮男外装T4N·颜色2				M2_W012A_Head	1		58|53|53|255	1.08	46|30|21|255	1	148|148|148|245	1																		
7086	Player/Characters/M2/Prefab/M2_W012A_Head.prefab		head	M2壮男外装T4N·颜色3		1		M2_W012A_Head	0		58|53|53|255	1.08	255|255|255|80	1	56|51|51|255	1.38																		
7087	Player/Characters/M2/Prefab/M2_W012A_Head.prefab		head	M2壮男外装T4N·颜色4		1		M2_W012A_Head	0		58|53|53|255	1.08	219|184|125|255	1	255|255|255|255	1																		
7088	Player/Characters/M2/Prefab/M2_W012_Head.prefab		head	M2壮男外装T13·颜色1		1		M2_W012_Head	0		255|236|236|106	1	255|233|176|97	1	46|40|34|0	1																		
7089	Player/Characters/M2/Prefab/M2_W012_Head.prefab		head	M2壮男外装T13·颜色2				M2_W012_Head	1		96|243|207|123	1	246|251|168|97	1	41|31|17|31	1																		
7090	Player/Characters/M2/Prefab/M2_W012_Head.prefab		head	M2壮男外装T13·颜色3				M2_W012_Head	1		240|35|56|120	1	239|251|129|97	1	41|34|27|31	1																		
7091	Player/Characters/M2/Prefab/M2_W012_Head.prefab		head	M2壮男外装T13·颜色4				M2_W012_Head	1		253|248|212|255	1	239|251|129|97	1	43|34|27|31	1																		
7092	Player/Characters/M2/Prefab/M2_W013A_Head.prefab		head	M2壮男外装T5N·颜色1		1		M2_W013A_Head	0		255|255|255|150	1	49|37|29|57	1	255|255|255|61	1.17																		
7093	Player/Characters/M2/Prefab/M2_W013A_Head.prefab		head	M2壮男外装T5N·颜色2				M2_W013A_Head	1		142|190|245|59	1.47	49|37|29|57	1	255|229|71|11	1.61																		
7094	Player/Characters/M2/Prefab/M2_W013A_Head.prefab		head	M2壮男外装T5N·颜色3				M2_W013A_Head	1		91|140|255|55	1.46	48|36|29|56	1	228|35|47|37	1.59																		
7095	Player/Characters/M2/Prefab/M2_W013A_Head.prefab		head	M2壮男外装T5N·颜色4				M2_W013A_Head	1		255|158|54|29	1.5	49|37|29|57	1	86|187|221|59	1.83																		
8001	Player/Characters/F1/Prefab/F1_W001_Head.prefab	158001	head	F1萝莉头盔外装T1·颜色1																														
8002	Player/Characters/F1/Prefab/F1_W001_Head.prefab	158002	head	F1萝莉头盔外装T1·颜色2																														
8003	Player/Characters/F1/Prefab/F1_W001_Head.prefab	158003	head	F1萝莉头盔外装T1·颜色3																														
8004	Player/Characters/F1/Prefab/F1_W001_Head.prefab	158004	head	F1萝莉头盔外装T1·颜色4																														
8005	Player/Characters/F1/Prefab/F1_W002_Head.prefab	158005	head	F1萝莉头盔外装T2·颜色1																														
8006	Player/Characters/F1/Prefab/F1_W002_Head.prefab	158006	head	F1萝莉头盔外装T2·颜色2																														
8007	Player/Characters/F1/Prefab/F1_W002_Head.prefab	158007	head	F1萝莉头盔外装T2·颜色3																														
8008	Player/Characters/F1/Prefab/F1_W002_Head.prefab	158008	head	F1萝莉头盔外装T2·颜色4																														
8009	Player/Characters/F1/Prefab/F1_W002_Head.prefab	158009	head	F1萝莉头盔外装T2·颜色5																														
8010	Player/Characters/F1/Prefab/F1_W002_Head.prefab	158010	head	F1萝莉头盔外装T2·颜色6																														
8011	Player/Characters/F1/Prefab/F1_W002_Head.prefab	158011	head	F1萝莉头盔外装T2·颜色7																														
8012	Player/Characters/F1/Prefab/F1_W002_Head.prefab	158012	head	F1萝莉头盔外装T2·颜色8																														
8013	Player/Characters/F1/Prefab/F1_W003_Head.prefab	158013	head	F1萝莉头盔外装T3·颜色1																														
8014	Player/Characters/F1/Prefab/F1_W003_Head.prefab	158014	head	F1萝莉头盔外装T3·颜色2																														
8015	Player/Characters/F1/Prefab/F1_W003_Head.prefab	158015	head	F1萝莉头盔外装T3·颜色3																														
8016	Player/Characters/F1/Prefab/F1_W003_Head.prefab	158016	head	F1萝莉头盔外装T3·颜色4																														
8017	Player/Characters/F1/Prefab/F1_W004_Head.prefab	158017	head	F1萝莉头盔外装T4·颜色1																														
8018	Player/Characters/F1/Prefab/F1_W004_Head.prefab	158018	head	F1萝莉头盔外装T4·颜色2																														
8019	Player/Characters/F1/Prefab/F1_W004_Head.prefab	158019	head	F1萝莉头盔外装T4·颜色3																														
8020	Player/Characters/F1/Prefab/F1_W004_Head.prefab	158020	head	F1萝莉头盔外装T4·颜色4																														
8021	Player/Characters/F1/Prefab/F1_W004_Head.prefab	158021	head	F1萝莉头盔外装T4·颜色5																														
8022	Player/Characters/F1/Prefab/F1_W005_Head.prefab	158022	head	F1萝莉头盔外装T5·颜色1																														
8023	Player/Characters/F1/Prefab/F1_W005_Head.prefab	158023	head	F1萝莉头盔外装T5·颜色2																														
8024	Player/Characters/F1/Prefab/F1_W005_Head.prefab	158024	head	F1萝莉头盔外装T5·颜色3																														
8025	Player/Characters/F1/Prefab/F1_W005_Head.prefab	158025	head	F1萝莉头盔外装T5·颜色4																														
8026	Player/Characters/F1/Prefab/F1_W005_Head.prefab	158026	head	F1萝莉头盔外装T5·颜色5																														
8027	Player/Characters/F1/Prefab/F1_W006_Head.prefab	158027	head	F1萝莉头盔外装T6·颜色1																														
8028	Player/Characters/F1/Prefab/F1_W006_Head.prefab	158028	head	F1萝莉头盔外装T6·颜色2																														
8029	Player/Characters/F1/Prefab/F1_W006_Head.prefab	158029	head	F1萝莉头盔外装T6·颜色3																														
8030	Player/Characters/F1/Prefab/F1_W006_Head.prefab	158030	head	F1萝莉头盔外装T6·颜色4																														
8031	Player/Characters/F1/Prefab/F1_W006_Head.prefab	158031	head	F1萝莉头盔外装T6·颜色5																														
8032	Player/Characters/F1/Prefab/F1_W007_Head.prefab	158032	head	F1萝莉头盔外装T7·颜色1																														
8033	Player/Characters/F1/Prefab/F1_W007_Head.prefab	158033	head	F1萝莉头盔外装T7·颜色2																														
8034	Player/Characters/F1/Prefab/F1_W007_Head.prefab	158034	head	F1萝莉头盔外装T7·颜色3																														
8035	Player/Characters/F1/Prefab/F1_W007_Head.prefab	158035	head	F1萝莉头盔外装T7·颜色4																														
8036	Player/Characters/F1/Prefab/F1_W008_Head.prefab	158036	head	F1萝莉头盔外装T8·颜色1																														
8037	Player/Characters/F1/Prefab/F1_W008_Head.prefab	158037	head	F1萝莉头盔外装T8·颜色2																														
8038	Player/Characters/F1/Prefab/F1_W008_Head.prefab	158038	head	F1萝莉头盔外装T8·颜色3																														
8039	Player/Characters/F1/Prefab/F1_W008_Head.prefab	158039	head	F1萝莉头盔外装T8·颜色4																														
8040	Player/Characters/F1/Prefab/F1_W009_Head.prefab	158040	head	F1萝莉头盔外装T9·颜色1																														
8041	Player/Characters/F1/Prefab/F1_W009A_Head.prefab	158041	head	F1萝莉头盔外装T9·颜色2																														
8042	Player/Characters/F1/Prefab/F1_W009B_Head.prefab	158042	head	F1萝莉头盔外装T9·颜色3																														
8043	Player/Characters/F1/Prefab/F1_W009_Head.prefab	158043	head	F1萝莉头盔外装T9·颜色4																														
8044	Player/Characters/F1/Prefab/F1_W001_Head.prefab	158044	head	F1萝莉头盔外装T1·颜色5																														
8045	Player/Characters/F1/Prefab/F1_W003_Head.prefab	158045	head	F1萝莉头盔外装T3·颜色5																														
8046	Player/Characters/F1/Prefab/F1_W007_Head.prefab	158046	head	F1萝莉头盔外装T7·颜色5																														
8047	Player/Characters/F1/Prefab/F1_W008_Head.prefab	158047	head	F1萝莉头盔外装T8·颜色5																														
8048	Player/Characters/F1/Prefab/F1_W010B_Head.prefab	158048	head	F1萝莉头盔外装T10·颜色1																														
8049	Player/Characters/F1/Prefab/F1_W010B_Head.prefab	158049	head	F1萝莉头盔外装T10·颜色2																														
8050	Player/Characters/F1/Prefab/F1_W010B_Head.prefab	158050	head	F1萝莉头盔外装T10·颜色3																														
8051	Player/Characters/F1/Prefab/F1_W010B_Head.prefab	158051	head	F1萝莉头盔外装T10·颜色4																														
8052	Player/Characters/F1/Prefab/F1_W010B_Head.prefab	158052	head	F1萝莉头盔外装T10·颜色5																														
8053	Player/Characters/F1/Prefab/F1_W010C_Head.prefab	158053	head	F1萝莉头盔外装T10s·颜色1																														
8054	Player/Characters/F1/Prefab/F1_W010C_Head.prefab	158054	head	F1萝莉头盔外装T10s·颜色2																														
8055	Player/Characters/F1/Prefab/F1_W010C_Head.prefab	158055	head	F1萝莉头盔外装T10s·颜色3																														
8056	Player/Characters/F1/Prefab/F1_W010C_Head.prefab	158056	head	F1萝莉头盔外装T10s·颜色4																														
8057	Player/Characters/F1/Prefab/F1_W010_Head.prefab	158057	head	F1萝莉头盔外装T11·颜色1																														
8058	Player/Characters/F1/Prefab/F1_W010_Head.prefab	158058	head	F1萝莉头盔外装T11·颜色2																														
8059	Player/Characters/F1/Prefab/F1_W010_Head.prefab	158059	head	F1萝莉头盔外装T11·颜色3																														
8060	Player/Characters/F1/Prefab/F1_W010_Head.prefab	158060	head	F1萝莉头盔外装T11·颜色4																														
8061	Player/Characters/F1/Prefab/F1_W010_Head.prefab	158061	head	F1萝莉头盔外装T11·颜色5																														
8062	Player/Characters/F1/Prefab/F1_W010_Head.prefab	158062	head	F1萝莉头盔外装T11·颜色6																														
8063	Player/Characters/F1/Prefab/F1_W010A_Head.prefab	158063	head	F1萝莉头盔外装T11s·颜色1																														
8064	Player/Characters/F1/Prefab/F1_W010A_Head.prefab	158064	head	F1萝莉头盔外装T11s·颜色2																														
8065	Player/Characters/F1/Prefab/F1_W010A_Head.prefab	158065	head	F1萝莉头盔外装T11s·颜色3																														
8066	Player/Characters/F1/Prefab/F1_W010A_Head.prefab	158066	head	F1萝莉头盔外装T11s·颜色4																														
8067	Player/Characters/F1/Prefab/F1_W010A_Head.prefab	158067	head	F1萝莉头盔外装T11s·颜色5																														
8068	Player/Characters/F1/Prefab/F1_W010A_Head.prefab	158068	head	F1萝莉头盔外装T11s·颜色6																														
8069	Player/Characters/F1/Prefab/F1_W008_Head.prefab	158069	head	F1萝莉头盔外装T8·颜色6																														
8070	Player/Characters/F1/Prefab/F1_W011_Head.prefab		head	F1萝莉外装T12·颜色1				F1_W011_Head	1		255|213|142|66	1.25	82|62|50|171	1	146|201|255|196	1.1																		
8071	Player/Characters/F1/Prefab/F1_W011_Head.prefab		head	F1萝莉外装T12·颜色2				F1_W011_Head	1		255|204|135|104	1.24	181|65|65|58	1	255|228|133|123	1.05																		
8072	Player/Characters/F1/Prefab/F1_W011_Head.prefab		head	F1萝莉外装T12·颜色3				F1_W011_Head	1		255|204|135|104	1.24	181|65|65|58	1	247|90|90|169	1.05																		
8073	Player/Characters/F1/Prefab/F1_W011_Head.prefab		head	F1萝莉外装T12·颜色4				F1_W011_Head	1		255|213|142|66	1.25	82|62|50|171	1	146|228|255|196	1.1																		
8074	Player/Characters/F1/Prefab/F1_W011_Head.prefab		head	F1萝莉外装T12·颜色5		1		F1_W011_Head	0		255|255|255|27	1	255|255|255|28	1	255|255|255|67	1																		
8075	Player/Characters/F1/Prefab/F1_W011_Head.prefab		head	F1萝莉外装T12·颜色6				F1_W011_Head	1		255|212|123|46	1.2	82|67|67|28	1	221|0|0|12	1.2																		
8076	Player/Characters/F1/Prefab/F1_W011A_Head.prefab		head	F1萝莉外装T12A·颜色1		1		F1_W011A_Head	0		255|255|255|94	1	95|82|70|101	1	140|217|255|93	1																		
8077	Player/Characters/F1/Prefab/F1_W011A_Head.prefab		head	F1萝莉外装T12A·颜色2		1		F1_W011A_Head	0		255|255|255|58	1	112|73|38|104	1	255|251|140|83	1.05																		
8078	Player/Characters/F1/Prefab/F1_W011A_Head.prefab		head	F1萝莉外装T12A·颜色3		1		F1_W011A_Head	0		255|255|255|90	1	215|74|74|71	1	255|242|198|37	1																		
8079	Player/Characters/F1/Prefab/F1_W011A_Head.prefab		head	F1萝莉外装T12A·颜色4		1		F1_W011A_Head	0		255|255|255|101	1	91|84|77|71	1	140|250|255|93	1.1																		
8080	Player/Characters/F1/Prefab/F1_W011A_Head.prefab		head	F1萝莉外装T12A·颜色5		1		F1_W011A_Head	0		255|255|255|46	1	255|255|255|28	1	255|255|255|53	1																		
8081	Player/Characters/F1/Prefab/F1_W011A_Head.prefab		head	F1萝莉外装T12A·颜色6																														
8082	Player/Characters/F1/Prefab/F1_W011_Head.prefab		head	F1萝莉外装T12·颜色7				F1_W011_Head	1		255|255|255|27	1	69|50|50|28	1	189|157|255|12	1.2																		
8083	Player/Characters/F1/Prefab/F1_W011_Head.prefab		head	F1萝莉外装T12·颜色8				F1_W011_Head	1		255|212|123|46	1.2	56|41|37|28	1	255|133|155|27	1.3																		
8084	Player/Characters/F1/Prefab/F1_W012A_Head.prefab		head	F1萝莉外装T4N·颜色1		1		F1_W012A_Head	0		255|255|255|255	1	50|40|40|255	1	255|255|255|255	1																		
8085	Player/Characters/F1/Prefab/F1_W012A_Head.prefab		head	F1萝莉外装T4N·颜色2				F1_W012A_Head	1		58|45|47|255	1.27	217|212|207|168	1.09	241|134|247|255	1.3																		
8086	Player/Characters/F1/Prefab/F1_W012A_Head.prefab		head	F1萝莉外装T4N·颜色3				F1_W012A_Head	1		198|84|84|222	1.2	255|255|255|255	1	148|102|72|255	1.33																		
8087	Player/Characters/F1/Prefab/F1_W012A_Head.prefab		head	F1萝莉外装T4N·颜色4				F1_W012A_Head	1		230|113|135|255	1.78	59|50|44|255	1	144|249|236|185	0.96																		
8088	Player/Characters/F1/Prefab/F1_W012_Head.prefab		head	F1萝莉外装T13·颜色1				F1_W012_Head	1		238|50|50|90	1.47	52|42|42|0	1	247|216|85|24	1																		
8089	Player/Characters/F1/Prefab/F1_W012_Head.prefab		head	F1萝莉外装T13·颜色2				F1_W012_Head	1		86|236|199|102	1	52|42|42|0	1	243|170|78|24	1.52																		
8090	Player/Characters/F1/Prefab/F1_W012_Head.prefab		head	F1萝莉外装T13·颜色3				F1_W012_Head	1		117|99|255|34	1.55	52|42|42|0	1	228|240|255|24	1																		
8091	Player/Characters/F1/Prefab/F1_W012_Head.prefab		head	F1萝莉外装T13·颜色4		1		F1_W012_Head	0		255|255|255|102	1	52|42|42|0	1	255|236|204|24	1																		
8092	Player/Characters/F1/Prefab/F1_W013A_Head.prefab		head	F1萝莉外装T5N·颜色1		1		F1_W013A_Head	0		255|255|255|67	1	255|255|255|58	1	47|38|38|70	1																		
8093	Player/Characters/F1/Prefab/F1_W013A_Head.prefab		head	F1萝莉外装T5N·颜色2				F1_W013A_Head	1		243|209|118|74	1.34	80|153|255|37	1.56	46|38|38|55	1																		
8094	Player/Characters/F1/Prefab/F1_W013A_Head.prefab		head	F1萝莉外装T5N·颜色3				F1_W013A_Head	1		110|231|255|62	1.32	231|120|243|34	1.81	46|38|38|136	1																		
8095	Player/Characters/F1/Prefab/F1_W013A_Head.prefab		head	F1萝莉外装T5N·颜色4				F1_W013A_Head	1		251|211|125|74	1.27	240|56|60|58	2	46|38|38|96	1																		
9001	Player/Characters/F2/Prefab/F2_W001_Head.prefab	159001	head	F2标女头盔外装T1·颜色1																														
9002	Player/Characters/F2/Prefab/F2_W001_Head.prefab	159002	head	F2标女头盔外装T1·颜色2																														
9003	Player/Characters/F2/Prefab/F2_W001_Head.prefab	159003	head	F2标女头盔外装T1·颜色3																														
9004	Player/Characters/F2/Prefab/F2_W001_Head.prefab	159004	head	F2标女头盔外装T1·颜色4																														
9005	Player/Characters/F2/Prefab/F2_W002_Head.prefab	159005	head	F2标女头盔外装T2·颜色1																														
9006	Player/Characters/F2/Prefab/F2_W002_Head.prefab	159006	head	F2标女头盔外装T2·颜色2																														
9007	Player/Characters/F2/Prefab/F2_W002_Head.prefab	159007	head	F2标女头盔外装T2·颜色3																														
9008	Player/Characters/F2/Prefab/F2_W002_Head.prefab	159008	head	F2标女头盔外装T2·颜色4																														
9009	Player/Characters/F2/Prefab/F2_W002_Head.prefab	159009	head	F2标女头盔外装T2·颜色5																														
9010	Player/Characters/F2/Prefab/F2_W002_Head.prefab	159010	head	F2标女头盔外装T2·颜色6																														
9011	Player/Characters/F2/Prefab/F2_W002_Head.prefab	159011	head	F2标女头盔外装T2·颜色7																														
9012	Player/Characters/F2/Prefab/F2_W002_Head.prefab	159012	head	F2标女头盔外装T2·颜色8																														
9013	Player/Characters/F2/Prefab/F2_W003_Head.prefab	159013	head	F2标女头盔外装T3·颜色1																														
9014	Player/Characters/F2/Prefab/F2_W003_Head.prefab	159014	head	F2标女头盔外装T3·颜色2																														
9015	Player/Characters/F2/Prefab/F2_W003_Head.prefab	159015	head	F2标女头盔外装T3·颜色3																														
9016	Player/Characters/F2/Prefab/F2_W003_Head.prefab	159016	head	F2标女头盔外装T3·颜色4																														
9017	Player/Characters/F2/Prefab/F2_W004_Head.prefab	159017	head	F2标女头盔外装T4·颜色1																														
9018	Player/Characters/F2/Prefab/F2_W004_Head.prefab	159018	head	F2标女头盔外装T4·颜色2																														
9019	Player/Characters/F2/Prefab/F2_W004_Head.prefab	159019	head	F2标女头盔外装T4·颜色3																														
9020	Player/Characters/F2/Prefab/F2_W004_Head.prefab	159020	head	F2标女头盔外装T4·颜色4																														
9021	Player/Characters/F2/Prefab/F2_W004_Head.prefab	159021	head	F2标女头盔外装T4·颜色5																														
9022	Player/Characters/F2/Prefab/F2_W005_Head.prefab	159022	head	F2标女头盔外装T5·颜色1																														
