ResId	ResFile	ResFile2	ResAttribID	ResAttribID2	ResSlot	ResSlot2	Desc	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3	SlotName3	SlotGray3	SlotMinCast3	Slot3Color1	Slot3Light1	Slot3Color2	Slot3Light2	Slot3Color3	Slot3Light3
2224	Player/Doodads/weapons/Prefabs/m7_s008_l.prefab	Player/Doodads/weapons/Prefabs/m7_s008_r.prefab	12224	12224	B_LH	B_RH	藏剑武器7·偏色3																														
2225	Player/Doodads/weapons/Prefabs/m7_s009_l.prefab	Player/Doodads/weapons/Prefabs/m7_s009_r.prefab	12225	12225	B_LH	B_RH	藏剑武器8·偏色1																														
2226	Player/Doodads/weapons/Prefabs/m7_s009_l.prefab	Player/Doodads/weapons/Prefabs/m7_s009_r.prefab	12226	12226	B_LH	B_RH	藏剑武器8·偏色2																														
2227	Player/Doodads/weapons/Prefabs/m7_s009_l.prefab	Player/Doodads/weapons/Prefabs/m7_s009_r.prefab	12227	12227	B_LH	B_RH	藏剑武器8·偏色3																														
2228	Player/Doodads/weapons/Prefabs/m7_s010_l.prefab	Player/Doodads/weapons/Prefabs/m7_s010_r.prefab	12228	12228	B_LH	B_RH	藏剑武器9·偏色1																														
2229	Player/Doodads/weapons/Prefabs/m7_s010_l.prefab	Player/Doodads/weapons/Prefabs/m7_s010_r.prefab	12229	12229	B_LH	B_RH	藏剑武器9·偏色2																														
2230	Player/Doodads/weapons/Prefabs/m7_s010_l.prefab	Player/Doodads/weapons/Prefabs/m7_s010_r.prefab	12230	12230	B_LH	B_RH	藏剑武器9·偏色3																														
2231	Player/Doodads/weapons/Prefabs/m7_s011_l.prefab	Player/Doodads/weapons/Prefabs/m7_s011_r.prefab	12231	12231	B_LH	B_RH	藏剑武器10·偏色1																														
2232	Player/Doodads/weapons/Prefabs/m7_s011_l.prefab	Player/Doodads/weapons/Prefabs/m7_s011_r.prefab	12232	12232	B_LH	B_RH	藏剑武器10·偏色2																														
2233	Player/Doodads/weapons/Prefabs/m7_s011_l.prefab	Player/Doodads/weapons/Prefabs/m7_s011_r.prefab	12233	12233	B_LH	B_RH	藏剑武器10·偏色3																														
2234	Player/Doodads/weapons/Prefabs/m7_s012_l.prefab	Player/Doodads/weapons/Prefabs/m7_s012_r.prefab	12234	12234	B_LH	B_RH	藏剑武器11·偏色1																														
2235	Player/Doodads/weapons/Prefabs/m7_s012_l.prefab	Player/Doodads/weapons/Prefabs/m7_s012_r.prefab	12235	12235	B_LH	B_RH	藏剑武器11·偏色2																														
2236	Player/Doodads/weapons/Prefabs/m7_s012_l.prefab	Player/Doodads/weapons/Prefabs/m7_s012_r.prefab	12236	12236	B_LH	B_RH	藏剑武器11·偏色3																														
2237	Player/Doodads/weapons/Prefabs/m7_s013_l.prefab	Player/Doodads/weapons/Prefabs/m7_s013_r.prefab	12237	12237	B_LH	B_RH	藏剑武器12·偏色1																														
2238	Player/Doodads/weapons/Prefabs/m7_s013_l.prefab	Player/Doodads/weapons/Prefabs/m7_s013_r.prefab	12238	12238	B_LH	B_RH	藏剑武器12·偏色2																														
2239	Player/Doodads/weapons/Prefabs/m7_s013_l.prefab	Player/Doodads/weapons/Prefabs/m7_s013_r.prefab	12239	12239	B_LH	B_RH	藏剑武器12·偏色3																														
2240	Player/Doodads/weapons/Prefabs/m7_s014_l.prefab	Player/Doodads/weapons/Prefabs/m7_s014_r.prefab	12240	12240	B_LH	B_RH	藏剑武器13·偏色1																														
2241	Player/Doodads/weapons/Prefabs/m7_s014_l.prefab	Player/Doodads/weapons/Prefabs/m7_s014_r.prefab	12241	12241	B_LH	B_RH	藏剑武器13·偏色2																														
2242	Player/Doodads/weapons/Prefabs/m7_s014_l.prefab	Player/Doodads/weapons/Prefabs/m7_s014_r.prefab	12242	12242	B_LH	B_RH	藏剑武器13·偏色3																														
2243	Player/Doodads/weapons/Prefabs/m7_s015_l.prefab	Player/Doodads/weapons/Prefabs/m7_s015_r.prefab			B_LH	B_RH	藏剑武器14·偏色1				m7_s015_l	1		229|232|234|215		96|153|247|141		255|162|63|203		m7_s015_r	1		229|232|234|215		96|153|247|141		255|162|63|203										
2244	Player/Doodads/weapons/Prefabs/m7_s015_l.prefab	Player/Doodads/weapons/Prefabs/m7_s015_r.prefab			B_LH	B_RH	藏剑武器14·偏色2				m7_s015_l	1		253|215|167|211		255|155|110|153		70|243|251|223		m7_s015_r	1		253|215|167|211		255|155|110|153		70|243|251|223										
2245	Player/Doodads/weapons/Prefabs/m7_s015_l.prefab	Player/Doodads/weapons/Prefabs/m7_s015_r.prefab			B_LH	B_RH	藏剑武器14·偏色3				m7_s015_l	1		255|254|243|238		166|61|61|0		25|156|249|201		m7_s015_r	1		255|254|243|238		166|61|61|0		25|156|249|201										
2246	Player/Doodads/weapons/Prefabs/m7_s016_l.prefab	Player/Doodads/weapons/Prefabs/m7_s016_r.prefab			B_LH	B_RH	藏剑武器15·偏色1				m7_s016_l	1		246|247|245|131		153|111|83|126		241|200|90|150		m7_s016_r	1		246|247|245|131		153|111|83|126		241|200|90|150										
2247	Player/Doodads/weapons/Prefabs/m7_s016_l.prefab	Player/Doodads/weapons/Prefabs/m7_s016_r.prefab			B_LH	B_RH	藏剑武器15·偏色2				m7_s016_l	1		240|252|253|148		225|100|226|164		126|172|236|94		m7_s016_r	1		240|252|253|148		225|100|226|164		126|172|236|94										
2248	Player/Doodads/weapons/Prefabs/m7_s016_l.prefab	Player/Doodads/weapons/Prefabs/m7_s016_r.prefab			B_LH	B_RH	藏剑武器15·偏色3				m7_s016_l	1		192|193|154|106		54|216|223|147		208|226|224|166		m7_s016_r	1		192|193|154|106		54|216|223|147		208|226|224|166										
2301		Player/Doodads/weapons/Prefabs/f7_s001.prefab		12301	B_LH	B_RH	长歌出生武器·偏色1																														
2302		Player/Doodads/weapons/Prefabs/f7_s001.prefab		12302	B_LH	B_RH	长歌出生武器·偏色2																														
2303		Player/Doodads/weapons/Prefabs/f7_s001.prefab		12303	B_LH	B_RH	长歌出生武器·偏色3																														
2304		Player/Doodads/weapons/Prefabs/f7_s002.prefab		12304	B_LH	B_RH	长歌武器1·偏色1																														
2305		Player/Doodads/weapons/Prefabs/f7_s002.prefab		12305	B_LH	B_RH	长歌武器1·偏色2																														
2306		Player/Doodads/weapons/Prefabs/f7_s002.prefab		12306	B_LH	B_RH	长歌武器1·偏色3																														
2307		Player/Doodads/weapons/Prefabs/f7_s003.prefab		12307	B_LH	B_RH	长歌武器2·偏色1																														
2308		Player/Doodads/weapons/Prefabs/f7_s003.prefab		12308	B_LH	B_RH	长歌武器2·偏色2																														
2309		Player/Doodads/weapons/Prefabs/f7_s003.prefab		12309	B_LH	B_RH	长歌武器2·偏色3																														
2310		Player/Doodads/weapons/Prefabs/f7_s004.prefab		12310	B_LH	B_RH	长歌武器3·偏色1																														
2311		Player/Doodads/weapons/Prefabs/f7_s004.prefab		12311	B_LH	B_RH	长歌武器3·偏色2																														
2312		Player/Doodads/weapons/Prefabs/f7_s004.prefab		12312	B_LH	B_RH	长歌武器3·偏色3																														
2313		Player/Doodads/weapons/Prefabs/f7_s005.prefab		12313	B_LH	B_RH	长歌武器4·偏色1																														
2314		Player/Doodads/weapons/Prefabs/f7_s005.prefab		12314	B_LH	B_RH	长歌武器4·偏色2																														
2315		Player/Doodads/weapons/Prefabs/f7_s005.prefab		12315	B_LH	B_RH	长歌武器4·偏色3																														
2316		Player/Doodads/weapons/Prefabs/f7_s006.prefab		12316	B_LH	B_RH	长歌武器5·偏色1																														
2317		Player/Doodads/weapons/Prefabs/f7_s006.prefab		12317	B_LH	B_RH	长歌武器5·偏色2																														
2318		Player/Doodads/weapons/Prefabs/f7_s006.prefab		12318	B_LH	B_RH	长歌武器5·偏色3																														
2319		Player/Doodads/weapons/Prefabs/f7_s007.prefab		12319	B_LH	B_RH	长歌武器6·偏色1																														
2320		Player/Doodads/weapons/Prefabs/f7_s007.prefab		12320	B_LH	B_RH	长歌武器6·偏色2																														
2321		Player/Doodads/weapons/Prefabs/f7_s007.prefab		12321	B_LH	B_RH	长歌武器6·偏色3																														
2322		Player/Doodads/weapons/Prefabs/f7_s008.prefab		12322	B_LH	B_RH	长歌武器7·偏色1																														
2323		Player/Doodads/weapons/Prefabs/f7_s008.prefab		12323	B_LH	B_RH	长歌武器7·偏色2																														
2324		Player/Doodads/weapons/Prefabs/f7_s008.prefab		12324	B_LH	B_RH	长歌武器7·偏色3																														
2325		Player/Doodads/weapons/Prefabs/f7_s009.prefab		12325	B_LH	B_RH	长歌武器8·偏色1																														
2326		Player/Doodads/weapons/Prefabs/f7_s009.prefab		12326	B_LH	B_RH	长歌武器8·偏色2																														
2327		Player/Doodads/weapons/Prefabs/f7_s009.prefab		12327	B_LH	B_RH	长歌武器8·偏色3																														
2328		Player/Doodads/weapons/Prefabs/f7_s010.prefab		12328	B_LH	B_RH	长歌武器9·偏色1																														
2329		Player/Doodads/weapons/Prefabs/f7_s010.prefab		12329	B_LH	B_RH	长歌武器9·偏色2																														
2330		Player/Doodads/weapons/Prefabs/f7_s010.prefab		12330	B_LH	B_RH	长歌武器9·偏色3																														
2331		Player/Doodads/weapons/Prefabs/f7_s011.prefab		12331	B_LH	B_RH	长歌武器10·偏色1																														
2332		Player/Doodads/weapons/Prefabs/f7_s011.prefab		12332	B_LH	B_RH	长歌武器10·偏色2																														
2333		Player/Doodads/weapons/Prefabs/f7_s011.prefab		12333	B_LH	B_RH	长歌武器10·偏色3																														
2334		Player/Doodads/weapons/Prefabs/f7_s012.prefab		12334	B_LH	B_RH	长歌武器11·偏色1																														
2335		Player/Doodads/weapons/Prefabs/f7_s012.prefab		12335	B_LH	B_RH	长歌武器11·偏色2																														
2336		Player/Doodads/weapons/Prefabs/f7_s012.prefab		12336	B_LH	B_RH	长歌武器11·偏色3																														
2337		Player/Doodads/weapons/Prefabs/f7_s013.prefab		12337	B_LH	B_RH	长歌武器12·偏色1																														
2338		Player/Doodads/weapons/Prefabs/f7_s013.prefab		12338	B_LH	B_RH	长歌武器12·偏色2																														
2339		Player/Doodads/weapons/Prefabs/f7_s013.prefab		12339	B_LH	B_RH	长歌武器12·偏色3																														
2340		Player/Doodads/weapons/Prefabs/f7_s014.prefab		12340	B_LH	B_RH	长歌武器13·偏色1																														
2341		Player/Doodads/weapons/Prefabs/f7_s014.prefab		12341	B_LH	B_RH	长歌武器13·偏色2																														
2342		Player/Doodads/weapons/Prefabs/f7_s014.prefab		12342	B_LH	B_RH	长歌武器13·偏色3																														
2343		Player/Doodads/weapons/Prefabs/f7_s015.prefab			B_LH	B_RH	长歌武器14·偏色1				f7_s015	1		247|83|114|161		249|166|185|199		213|255|253|198																			
2344		Player/Doodads/weapons/Prefabs/f7_s015.prefab			B_LH	B_RH	长歌武器14·偏色2				f7_s015	1		106|188|245|182		121|196|181|193		255|205|142|190																			
2345		Player/Doodads/weapons/Prefabs/f7_s015.prefab			B_LH	B_RH	长歌武器14·偏色3				f7_s015	1		251|121|210|164		234|191|217|193		116|197|255|198																			
2346		Player/Doodads/weapons/Prefabs/f7_s016.prefab			B_LH	B_RH	长歌武器15·偏色1				f7_s016	1		113|109|247|113		119|171|255|179		255|240|210|158																			
2347		Player/Doodads/weapons/Prefabs/f7_s016.prefab			B_LH	B_RH	长歌武器15·偏色2				f7_s016	1		255|252|251|56		96|147|161|179		255|188|104|99																			
2348		Player/Doodads/weapons/Prefabs/f7_s016.prefab			B_LH	B_RH	长歌武器15·偏色3				f7_s016	1		211|56|65|56		196|196|196|179		251|202|114|99																			
2401	Player/Doodads/weapons/Prefabs/f8_q001.prefab		12401		B_LH	B_RH	天山派出生武器·偏色1																														
2402	Player/Doodads/weapons/Prefabs/f8_q001.prefab		12402		B_LH	B_RH	天山派出生武器·偏色2																														
2403	Player/Doodads/weapons/Prefabs/f8_q001.prefab		12403		B_LH	B_RH	天山派出生武器·偏色3																														
2404	Player/Doodads/weapons/Prefabs/f8_q002.prefab		12404		B_LH	B_RH	天山派武器1·偏色1																														
2405	Player/Doodads/weapons/Prefabs/f8_q002.prefab		12405		B_LH	B_RH	天山派武器1·偏色2																														
2406	Player/Doodads/weapons/Prefabs/f8_q002.prefab		12406		B_LH	B_RH	天山派武器1·偏色3																														
2407	Player/Doodads/weapons/Prefabs/f8_q003.prefab		12407		B_LH	B_RH	天山派武器2·偏色1																														
2408	Player/Doodads/weapons/Prefabs/f8_q003.prefab		12408		B_LH	B_RH	天山派武器2·偏色2																														
2409	Player/Doodads/weapons/Prefabs/f8_q003.prefab		12409		B_LH	B_RH	天山派武器2·偏色3																														
2410	Player/Doodads/weapons/Prefabs/f8_q004.prefab		12410		B_LH	B_RH	天山派武器3·偏色1																														
2411	Player/Doodads/weapons/Prefabs/f8_q004.prefab		12411		B_LH	B_RH	天山派武器3·偏色2																														
2412	Player/Doodads/weapons/Prefabs/f8_q004.prefab		12412		B_LH	B_RH	天山派武器3·偏色3																														
2413	Player/Doodads/weapons/Prefabs/f8_q005.prefab		12413		B_LH	B_RH	天山派武器4·偏色1																														
2414	Player/Doodads/weapons/Prefabs/f8_q005.prefab		12414		B_LH	B_RH	天山派武器4·偏色2																														
2415	Player/Doodads/weapons/Prefabs/f8_q005.prefab		12415		B_LH	B_RH	天山派武器4·偏色3																														
2416	Player/Doodads/weapons/Prefabs/f8_q006.prefab		12416		B_LH	B_RH	天山派武器5·偏色1																														
2417	Player/Doodads/weapons/Prefabs/f8_q006.prefab		12417		B_LH	B_RH	天山派武器5·偏色2																														
2418	Player/Doodads/weapons/Prefabs/f8_q006.prefab		12418		B_LH	B_RH	天山派武器5·偏色3																														
2419	Player/Doodads/weapons/Prefabs/f8_q007.prefab		12419		B_LH	B_RH	天山派武器6·偏色1																														
2420	Player/Doodads/weapons/Prefabs/f8_q007.prefab		12420		B_LH	B_RH	天山派武器6·偏色2																														
2421	Player/Doodads/weapons/Prefabs/f8_q007.prefab		12421		B_LH	B_RH	天山派武器6·偏色3																														
2422	Player/Doodads/weapons/Prefabs/f8_q008.prefab		12422		B_LH	B_RH	天山派武器7·偏色1																														
2423	Player/Doodads/weapons/Prefabs/f8_q008.prefab		12423		B_LH	B_RH	天山派武器7·偏色2																														
2424	Player/Doodads/weapons/Prefabs/f8_q008.prefab		12424		B_LH	B_RH	天山派武器7·偏色3																														
2425	Player/Doodads/weapons/Prefabs/f8_q009.prefab		12425		B_LH	B_RH	天山派武器8·偏色1																														
2426	Player/Doodads/weapons/Prefabs/f8_q009.prefab		12426		B_LH	B_RH	天山派武器8·偏色2																														
2427	Player/Doodads/weapons/Prefabs/f8_q009.prefab		12427		B_LH	B_RH	天山派武器8·偏色3																														
2428	Player/Doodads/weapons/Prefabs/f8_q010.prefab		12428		B_LH	B_RH	天山派武器9·偏色1																														
2429	Player/Doodads/weapons/Prefabs/f8_q010.prefab		12429		B_LH	B_RH	天山派武器9·偏色2																														
2430	Player/Doodads/weapons/Prefabs/f8_q010.prefab		12430		B_LH	B_RH	天山派武器9·偏色3																														
2431	Player/Doodads/weapons/Prefabs/f8_q011.prefab		12431		B_LH	B_RH	天山派武器10·偏色1																														
2432	Player/Doodads/weapons/Prefabs/f8_q011.prefab		12432		B_LH	B_RH	天山派武器10·偏色2																														
2433	Player/Doodads/weapons/Prefabs/f8_q011.prefab		12433		B_LH	B_RH	天山派武器10·偏色3																														
2434	Player/Doodads/weapons/Prefabs/f8_q012.prefab		12434		B_LH	B_RH	天山派武器11·偏色1																														
2435	Player/Doodads/weapons/Prefabs/f8_q012.prefab		12435		B_LH	B_RH	天山派武器11·偏色2																														
2436	Player/Doodads/weapons/Prefabs/f8_q012.prefab		12436		B_LH	B_RH	天山派武器11·偏色3																														
2437	Player/Doodads/weapons/Prefabs/f8_q013.prefab		12437		B_LH	B_RH	天山派武器12·偏色1																														
2438	Player/Doodads/weapons/Prefabs/f8_q013.prefab		12438		B_LH	B_RH	天山派武器12·偏色2																														
2439	Player/Doodads/weapons/Prefabs/f8_q013.prefab		12439		B_LH	B_RH	天山派武器12·偏色3																														
2440	Player/Doodads/weapons/Prefabs/f8_q014.prefab		12440		B_LH	B_RH	天山派武器13·偏色1																														
2441	Player/Doodads/weapons/Prefabs/f8_q014.prefab		12441		B_LH	B_RH	天山派武器13·偏色2																														
2442	Player/Doodads/weapons/Prefabs/f8_q014.prefab		12442		B_LH	B_RH	天山派武器13·偏色3																														
2443	Player/Doodads/weapons/Prefabs/f8_q015.prefab				B_LH	B_RH	天山派武器14·偏色1				f8_q015	1		239|197|251|139		66|145|249|184		199|228|253|220																			
2444	Player/Doodads/weapons/Prefabs/f8_q015.prefab				B_LH	B_RH	天山派武器14·偏色2				f8_q015	1		66|203|230|177		240|183|98|141		228|217|191|187																			
2445	Player/Doodads/weapons/Prefabs/f8_q015.prefab				B_LH	B_RH	天山派武器14·偏色3				f8_q015	1		245|90|99|195		255|247|228|109		206|144|150|171																			
2446	Player/Doodads/weapons/Prefabs/f8_q016.prefab				B_LH	B_RH	天山派武器15·偏色1				f8_q016	1		211|217|255|142		231|123|255|238		101|165|255|16																			
2447	Player/Doodads/weapons/Prefabs/f8_q016.prefab				B_LH	B_RH	天山派武器15·偏色2				f8_q016	1		96|225|251|204		247|186|121|195		221|245|255|21																			
2448	Player/Doodads/weapons/Prefabs/f8_q016.prefab				B_LH	B_RH	天山派武器15·偏色3				f8_q016	1		251|255|238|198		60|204|180|211		255|171|82|15																			
2501		Player/Doodads/weapons/Prefabs/f9_w001.prefab			B_LH	B_RH	霸刀男出生武器·偏色1				f9_w001	1		236|173|105|180		240|142|37|112		210|207|199|212																			
2502		Player/Doodads/weapons/Prefabs/f9_w001.prefab			B_LH	B_RH	霸刀男出生武器·偏色2				f9_w001	1		74|136|208|125		89|214|255|136		195|224|226|255																			
2503		Player/Doodads/weapons/Prefabs/f9_w001.prefab			B_LH	B_RH	霸刀男出生武器·偏色3				f9_w001	1		230|230|230|145		208|38|38|131		170|57|50|221																			
2504		Player/Doodads/weapons/Prefabs/f9_w002.prefab			B_LH	B_RH	霸刀男武器1·偏色1				f9_w002	1		139|226|249|195		60|79|206|118		243|193|139|255																			
2505		Player/Doodads/weapons/Prefabs/f9_w002.prefab			B_LH	B_RH	霸刀男武器1·偏色2				f9_w002	1		208|140|88|120		253|251|245|5		122|168|142|116																			
2506		Player/Doodads/weapons/Prefabs/f9_w002.prefab			B_LH	B_RH	霸刀男武器1·偏色3				f9_w002	1		121|121|121|227		255|185|61|40		191|54|54|220																			
2507		Player/Doodads/weapons/Prefabs/f9_w003.prefab			B_LH	B_RH	霸刀男武器2·偏色1				f9_w003	1		236|178|126|157		172|52|52|213		241|241|218|91																			
2508		Player/Doodads/weapons/Prefabs/f9_w003.prefab			B_LH	B_RH	霸刀男武器2·偏色2				f9_w003	1		72|185|134|195		211|198|123|215		255|255|255|115																			
2509		Player/Doodads/weapons/Prefabs/f9_w003.prefab			B_LH	B_RH	霸刀男武器2·偏色3				f9_w003	1		255|61|61|194		181|198|204|203		154|201|208|104																			
2510		Player/Doodads/weapons/Prefabs/f9_w004.prefab			B_LH	B_RH	霸刀男武器3·偏色1				f9_w004	1		249|176|66|122		240|233|204|208		94|192|217|148																			
2511		Player/Doodads/weapons/Prefabs/f9_w004.prefab			B_LH	B_RH	霸刀男武器3·偏色2				f9_w004	1		116|111|109|179		204|69|69|204		238|233|197|117																			
2512		Player/Doodads/weapons/Prefabs/f9_w004.prefab			B_LH	B_RH	霸刀男武器3·偏色3				f9_w004	1		153|119|225|136		74|80|86|255		225|237|243|136																			
2513		Player/Doodads/weapons/Prefabs/f9_w005.prefab			B_LH	B_RH	霸刀男武器4·偏色1				f9_w005	1		255|71|71|255		255|247|208|13		150|139|159|183																			
2514		Player/Doodads/weapons/Prefabs/f9_w005.prefab			B_LH	B_RH	霸刀男武器4·偏色2				f9_w005	1		249|219|155|135		108|219|113|139		204|146|93|208																			
2515		Player/Doodads/weapons/Prefabs/f9_w005.prefab			B_LH	B_RH	霸刀男武器4·偏色3				f9_w005	1		255|255|255|157		255|189|89|75		138|138|131|96																			
2516		Player/Doodads/weapons/Prefabs/f9_w006.prefab			B_LH	B_RH	霸刀男武器5·偏色1				f9_w006	1		84|116|238|83		251|212|110|203		69|180|210|102																			
2517		Player/Doodads/weapons/Prefabs/f9_w006.prefab			B_LH	B_RH	霸刀男武器5·偏色2				f9_w006	1		236|24|24|198		208|238|251|145		245|81|139|7																			
2518		Player/Doodads/weapons/Prefabs/f9_w006.prefab			B_LH	B_RH	霸刀男武器5·偏色3				f9_w006	1		234|183|93|48		228|255|237|171		217|91|62|53																			
2519		Player/Doodads/weapons/Prefabs/f9_w007.prefab			B_LH	B_RH	霸刀男武器6·偏色1				f9_w007	1		251|160|253|211		236|245|243|136		128|213|230|198																			
2520		Player/Doodads/weapons/Prefabs/f9_w007.prefab			B_LH	B_RH	霸刀男武器6·偏色2				f9_w007	1		123|223|148|255		245|187|113|113		240|195|128|145																			
2521		Player/Doodads/weapons/Prefabs/f9_w007.prefab			B_LH	B_RH	霸刀男武器6·偏色3				f9_w007	1		153|134|134|176		230|84|84|59		251|156|134|139																			
2522		Player/Doodads/weapons/Prefabs/f9_w008.prefab			B_LH	B_RH	霸刀男武器7·偏色1				f9_w008	1		28|132|206|133		153|110|64|35		187|58|255|43																			
2523		Player/Doodads/weapons/Prefabs/f9_w008.prefab			B_LH	B_RH	霸刀男武器7·偏色2				f9_w008	1		185|72|65|35		108|208|204|46		255|255|255|50																			
2524		Player/Doodads/weapons/Prefabs/f9_w008.prefab			B_LH	B_RH	霸刀男武器7·偏色3				f9_w008	1		255|192|80|58		100|228|133|96		22|149|255|66																			
2525		Player/Doodads/weapons/Prefabs/f9_w009.prefab			B_LH	B_RH	霸刀男武器8·偏色1				f9_w009	1		133|126|126|193		240|56|56|172		247|193|125|169																			
2526		Player/Doodads/weapons/Prefabs/f9_w009.prefab			B_LH	B_RH	霸刀男武器8·偏色2				f9_w009	1		236|249|255|109		50|139|243|157		253|156|134|197																			
2527		Player/Doodads/weapons/Prefabs/f9_w009.prefab			B_LH	B_RH	霸刀男武器8·偏色3				f9_w009	1		232|123|188|113		158|193|241|51		242|245|251|219																			
2528		Player/Doodads/weapons/Prefabs/f9_w010.prefab			B_LH	B_RH	霸刀男武器9·偏色1				f9_w010	1		253|185|100|161		82|255|162|129		187|219|161|222																			
2529		Player/Doodads/weapons/Prefabs/f9_w010.prefab			B_LH	B_RH	霸刀男武器9·偏色2				f9_w010	1		125|88|88|160		44|220|255|58		234|207|182|222																			
2530		Player/Doodads/weapons/Prefabs/f9_w010.prefab			B_LH	B_RH	霸刀男武器9·偏色3				f9_w010	1		163|216|255|109		255|153|0|13		183|226|228|192																			
2531		Player/Doodads/weapons/Prefabs/f9_w011.prefab			B_LH	B_RH	霸刀男武器10·偏色1				f9_w011	1		210|177|143|197		9|153|191|80		206|216|251|145																			
2532		Player/Doodads/weapons/Prefabs/f9_w011.prefab			B_LH	B_RH	霸刀男武器10·偏色2				f9_w011	1		179|63|63|200		69|67|64|19		210|210|210|166																			
2533		Player/Doodads/weapons/Prefabs/f9_w011.prefab			B_LH	B_RH	霸刀男武器10·偏色3				f9_w011	1		111|157|145|199		255|255|255|0		198|139|86|153																			
2534		Player/Doodads/weapons/Prefabs/f9_w012.prefab			B_LH	B_RH	霸刀男武器11·偏色1				f9_w012	1		115|163|241|255		229|237|241|42		228|230|217|51																			
2535		Player/Doodads/weapons/Prefabs/f9_w012.prefab			B_LH	B_RH	霸刀男武器11·偏色2				f9_w012	1		125|99|122|255		198|126|80|155		238|176|120|11																			
2536		Player/Doodads/weapons/Prefabs/f9_w012.prefab			B_LH	B_RH	霸刀男武器11·偏色3				f9_w012	1		255|228|142|192		91|196|144|181		247|149|74|176																			
2537		Player/Doodads/weapons/Prefabs/f9_w013.prefab			B_LH	B_RH	霸刀男武器12·偏色1				f9_w013	1		255|197|112|113		188|221|214|193		255|231|101|109																			
2538		Player/Doodads/weapons/Prefabs/f9_w013.prefab			B_LH	B_RH	霸刀男武器12·偏色2				f9_w013	1		220|227|234|126		181|121|57|184		90|196|240|58																			
2539		Player/Doodads/weapons/Prefabs/f9_w013.prefab			B_LH	B_RH	霸刀男武器12·偏色3				f9_w013	1		133|30|49|61		240|238|227|211		53|249|225|199																			
2540		Player/Doodads/weapons/Prefabs/f9_w014.prefab			B_LH	B_RH	霸刀男武器13·偏色1				f9_w014	1		247|183|101|190		139|141|148|215		251|242|214|163																			
2541		Player/Doodads/weapons/Prefabs/f9_w014.prefab			B_LH	B_RH	霸刀男武器13·偏色2				f9_w014	1		234|192|174|173		116|152|223|188		253|187|104|134																			
2542		Player/Doodads/weapons/Prefabs/f9_w014.prefab			B_LH	B_RH	霸刀男武器13·偏色3				f9_w014	1		104|99|99|225		198|75|75|31		232|244|251|182																			
2543		Player/Doodads/weapons/Prefabs/f9_w015.prefab			B_LH	B_RH	霸刀男武器14·偏色1				f9_w015	1		255|205|142|171		63|63|63|199		35|182|255|193																			
2544		Player/Doodads/weapons/Prefabs/f9_w015.prefab			B_LH	B_RH	霸刀男武器14·偏色2				f9_w015	1		104|149|211|220		232|187|131|210		236|248|255|26																			
2545		Player/Doodads/weapons/Prefabs/f9_w015.prefab			B_LH	B_RH	霸刀男武器14·偏色3				f9_w015	1		94|112|114|255		187|59|59|255		247|164|89|74																			
2546		Player/Doodads/weapons/Prefabs/f9_w016.prefab			B_LH	B_RH	霸刀男武器15·偏色1				f9_w016	1		217|245|204|90		245|188|126|203		86|179|117|55																			
2547		Player/Doodads/weapons/Prefabs/f9_w016.prefab			B_LH	B_RH	霸刀男武器15·偏色2				f9_w016	1		196|153|120|72		255|245|228|255		112|239|251|193																			
2548		Player/Doodads/weapons/Prefabs/f9_w016.prefab			B_LH	B_RH	霸刀男武器15·偏色3				f9_w016	1		126|177|226|142		218|227|234|212		255|89|89|129																			
2601		Player/Doodads/weapons/Prefabs/f10_h001.prefab			B_LH	B_RH	华山出生武器·偏色1				f10_h001	1		255|240|240|110		108|106|100|0		251|93|66|196																			
2602		Player/Doodads/weapons/Prefabs/f10_h001.prefab			B_LH	B_RH	华山出生武器·偏色2				f10_h001	1		251|196|114|201		39|174|255|0		240|225|194|150																			
2603		Player/Doodads/weapons/Prefabs/f10_h001.prefab			B_LH	B_RH	华山出生武器·偏色3				f10_h001	1		50|210|203|196		116|116|116|0		223|236|255|169																			
2604		Player/Doodads/weapons/Prefabs/f10_h002.prefab			B_LH	B_RH	华山武器1·偏色1				f10_h002	1		93|195|245|185		255|255|255|223		213|165|92|107																			
2605		Player/Doodads/weapons/Prefabs/f10_h002.prefab			B_LH	B_RH	华山武器1·偏色2				f10_h002	1		58|195|144|182		236|140|88|187		95|95|95|160																			
2606		Player/Doodads/weapons/Prefabs/f10_h002.prefab			B_LH	B_RH	华山武器1·偏色3				f10_h002	1		255|248|234|193		204|155|94|150		58|186|228|161																			
2607		Player/Doodads/weapons/Prefabs/f10_h003.prefab			B_LH	B_RH	华山武器2·偏色1				f10_h003	1		25|218|245|106		110|249|237|168		244|249|201|171																			
2608		Player/Doodads/weapons/Prefabs/f10_h003.prefab			B_LH	B_RH	华山武器2·偏色2				f10_h003	1		255|71|71|142		249|95|95|86		232|250|253|171																			
2609		Player/Doodads/weapons/Prefabs/f10_h003.prefab			B_LH	B_RH	华山武器2·偏色3				f10_h003	1		142|138|138|255		149|149|149|177		249|221|146|179																			
